,0,1,2,3,4,5,6,7,8,9
0,,,,,Quintile of Dietary Indices,Quintile of Dietary Indices,,,,HR (95%CI)
1,,,Q1,Q2,Q3,,Q4,Q5,p trend,Per 1-SD Increment
2,,,,,,Sodium,,,,
3,,Cases,393,422,489,,554,641,,
4,Non-fatal,Modell,1.0(ref.),"1.01(0.88,1.15)","1.12 (0.98, 1.28)","1.23 (1.08, 1.40)","1.23 (1.08, 1.40)","1.38 (1.21,1.56)",0.001,"1.17 (1.11, 1.24)"
5,MI,Model2,1.0(ref.),"0.99 (0.86, 1.14)","1.07 (0.94, 1.23)","1.13(1.00,1.29)","1.13(1.00,1.29)","1.18 (1.04, 1.35)",0.001,"1.09 (1.04, 1.15)"
6,,Model3,1.0 (ref.),"0.98(0.86,1.13)","1.060.93,1.21","1.11(0.98,1.27","1.11(0.98,1.27","1.151.01,1.31",0.005,"1.08 (1.02, 1.14)"
7,,Model4,1.0 (ref.,"0.97 (0.85, 1.12)","1.04 (0.91,1.19)","1.08(0.95,1.23","1.08(0.95,1.23","1.09 (0.96, 1.24)",0.06,"1.051.00,1.11)"
8,Non-fatal,Cases,306,300,297,,363,446,,
9,AIS,Modell,1.0 (ref.),"0.93 (0.79, 1.09)","0.89 (0.76,1.05)","1.06 (0.91, 1.23)","1.06 (0.91, 1.23)","1.27 (1.1, 1.47)",<0.0001,"1.14 (1.07, 1.22)"
10,AIS,Model2,1.0(ref.),"0.94 (0.8, 1.11)","0.9(0.77,1.06)","1.05(0.9,1.23)","1.05(0.9,1.23)","1.21.04,1.4",0.0018,"1.11 (1.04,1.18)"
11,,Model3,1.0 (ref.),"0.94 (0.8, 1.11)","0.9 (0.77, 1.06)","1.05 (0.9, 1.22)","1.05 (0.9, 1.22)","1.21.03,1.39)",0.0026,"1.11 (1.04, 1.18)"
12,,Model4,1.0(ref.),"0.93 (0.79, 1.09)","0.88 (0.75,1.03)","1 (0.85,1.17","1 (0.85,1.17","1.1 (0.94, 1.28)",0.0754,"1.06 (0.99, 1.13)"
13,,,,,,Potassium,Potassium,,,
14,Non-Fatal,Cases,502,490,464,,554,489,,
15,MI,Modell,1.0(ref.),"0.91(0.80,1.03)","0.82 (0.72, 0.93)","0.93 (0.82, 1.05)","0.93 (0.82, 1.05)","0.79 (0.70, 0.89)",0.001,"0.93 (0.88,0.97)"
16,,Model2,1.0 (ref.),"0.96 (0.85, 1.09)","0.89 (0.78, 1.01)","1.01 (0.89, 1.14)","1.01 (0.89, 1.14)","0.84 (0.74,0.96)",0.03,"0.95(0.91,0.99)"
17,,Model3,1.0 (ref.,"0.96 (0.84, 1.08)","0.88 (0.77, 1.00)","1.00(0.88,1.13","1.00(0.88,1.13","0.83 (0.73,0.95)",0.02,"0.94 (0.90, 0.99)"
18,,Model3,1.0 (ref.),"0.95 (0.84, 1.07)","0.86 (0.76, 0.98)","0.98 (0.87, 1.11)","0.98 (0.87, 1.11)","0.82 (0.72, 0.93)",0.007,"0.94 (0.89, 0.98)"
19,Non-fatal,Cases,348,342,326,,316,380,,
20,AIS,Modell,1.0(ref.),"0.91 (0.78, 1.06)","0.82 (0.71, 0.95)","0.75 (0.65, 0.88)","0.75 (0.65, 0.88)","0.87 0.75, 1.01)",0.02,"0.94 (0.88, 0.99)"
21,,Model2,1.0 (ref.,"0.99 (0.85,1.15","0.92 (0.79, 1.08)","0.87 (0.74,1.01)","0.87 (0.74,1.01)","0.98 (0.85,1.14)",0.49,"0.98 (0.93,1.04)"
22,,Model3,1.0 (ref.),"0.99(0.85,1.15","0.92 (0.79,1.07)","0.86 (0.74, 1.01)","0.86 (0.74, 1.01)","0.98(0.85,1.14",0.48,"0.98 (0.93, 1.04)"
23,,Model3,1.0 (ref.),"0.97 (0.84, 1.13)","0.90 (0.77, 1.05)","0.84 (0.72, 0.98)","0.84 (0.72, 0.98)","0.95 (0.82, 1.11)",0.26,"0.97 (0.91, 1.02)"
