,0,1,2,3,4,5,6,7,8,9,10
0,Group of VOCs,Rt,RIit,RIex,S.I,H1,H2,H3,H4,H5,H6
1,Alcohols,,,,,,,,,,
2,1-Penten-3-ol,2.48,685,675,98,1.065,1.808,1.440,1.039,1.000,0.668
3,3-Methylbutan-1-ol,3.3,736,735,87,0.000,0.000,0.000,0.000,0.173,0.000
4,1-Pentanol,3.84,766,768,93,0.000,0.316,0.606,0.483,0.652,0.032
5,(Z)-2-Penten-1-ol,3.89,767,771,96,1.040,1.694,1.243,1.097,1.100,0.806
6,(Z)-3-Hexen-1-ol,5.45,856,853,95,0.000,0.199,0.076,0.063,0.095,0.297
7,(E)-2-Hexen-1-ol,5.8,862,870,85,0.000,2.225,4.132,3.980,6.593,0.408
8,1-Hexanol,5.88,862,873,97,0.000,2.175,8.351,9.375,20.634,1.314
9,1-Decanol,12.98,1280,1280,92,0.028,0.026,0.025,0.022,0.019,0.019
10,SUM,,,,,2.134,8.442,15.873,16.059,30.265,3.543
11,Aldehydes,,,,,,,,,,
12,3-Methyl-butanal,2.21,650,647,94,0.438,0.000,0.000,0.000,0.000,0.000
13,(E)-2-Pentenal,3.46,754,746,92,0.241,0.087,0.071,0.063,0.034,0.118
14,(E)-2-Pentenal,3.66,754,757,93,0.402,0.407,0.125,0.141,0.115,0.325
15,(Z)-3-Hexenal,4.45,800,804,94,4.122,3.584,1.463,0.501,1.963,2.801
16,Hexanal,4.5,801,806,98,9.525,8.494,7.787,4.833,4.417,5.459
17,(E)-2-Hexenal,5.61,852,855,96,15.202,21.661,30.467,30.603,31.828,29.267
18,Heptanal,6.55,899,908,92,0.043,0.045,0.030,0.036,0.024,0.124
19,"(E,E)-2,4-Hexadienal",6.74,916,917,96,1.328,0.816,0.353,0.261,0.476,0.898
20,"(E,E)-2,4-Hexadienal",6.78,916,918,97,3.196,2.557,1.205,0.717,1.597,2.671
21,Nonanal,10.38,1111,1104,97,0.137,0.189,0.116,0.111,0.115,0.193
22,Decanal,12.07,1208,1213,85,0.027,0.022,0.024,0.020,0.015,0.015
23,SUM,,,,,34.661,37.862,41.641,37.286,40.583,41.872
24,Ketones,,,,,,,,,,
25,1-Penten-3-one,2.52,678,679,92,3.637,3.079,0.877,1.186,0.909,3.820
26,3-Pentanone,2.65,694,693,95,0.000,2.642,2.945,2.020,3.193,0.000
27,3-Hexen-2-one,5.41,845,852,80,0.100,0.079,0.083,0.060,0.033,0.053
28,"2,2-Dimethyl-3-heptanone",7.67,967,964,97,3.912,2.166,2.144,1.542,1.007,1.708
29,6-Methyl-5-hepten-2-one,8.19,985,985,92,0.146,0.114,0.183,0.129,0.096,0.140
30,"1,4-Cyclohex-2-enedione",9.01,1032,1034,80,0.658,0.433,0.477,0.310,0.205,0.316
31,5-Methyl-4-hexen-3-one,9.17,,1043,90,1.117,0.839,0.849,0.639,0.335,0.570
32,ketone derivative*,9.67,,1071,89,18.700,11.234,12.509,9.075,4.186,7.881
33,methyl-2-cyclohex-1-one,9.84,-,1080,81,0.322,0.216,0.224,0.164,0.099,0.072
34,SUM,,,,,28.593,20.801,20.290,15.126,10.064,14.559
35,Furans,,,,,,,,,,
36,2-Ethyl-furan,2.69,691,696,91,4.200,2.110,1.872,1.618,0.944,1.466
37,2-Vinylfuran,3.11,723,725,94,0.784,0.501,0.464,0.362,0.219,0.359
38,5-Ethyl-2(5H)-furanone,7.83,968,973,91,0.134,0.114,0.099,0.080,0.063,0.084
39,SUM,,,,,5.118,2.725,2.435,2.060,1.225,1.909
40,Acids,,,,,,,,,,
41,Acetic acid,1.68,595,594,97,0.580,0.277,0.133,0.093,0.111,0.265
42,"(E,E)-2,4-Hexadienoic acid",9.53,1056,1063,89,0.175,0.138,0.128,0.093,0.063,0.090
43,2-Ethyl-hexanoic acid,10.44,1123,1116,95,0.241,0.066,0.417,0.248,0.111,0.037
44,Octanoic acid,11.36,1175,1170,96,0.168,0.089,0.106,0.050,0.025,0.013
45,Nonanoic acid,12.91,1272,1268,95,0.296,0.234,0.270,0.096,0.058,0.047
46,SUM,,,,,1.459,0.803,1.054,0.581,0.367,0.451
47,Esters,,,,,,,,,,
48,Ethyl acetate,1.86,614,612,92,0.101,0.076,0.078,0.066,0.100,0.067
49,(Z)-3-Hexenyl acetate,8.55,1005,1005,89,0.154,0.103,0.154,0.109,0.145,0.170
