,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,,Quartiles of total dairy intake*,Quartiles of total dairy intake*,,,,
1,,,,,,,,,,Fourth,,
2,,All participants,All participants,First (n 26 201,First (n 26 201,Second,,Third,,n 26 202,,
3,,(n 104 805),(n 104 805),(lowest intake),(lowest intake),(n 26 202),,(n 26 203),,(highest intake),(highest intake),
4,Characteristics,n,%,n,%,n,%,n,%,n,%,Pt
5,Mean,42.8,,42.7,,42.8,,42.8,,42.8,,0.89
6,SD,14.6,,14.6,,14.6,,14.6,,14.6,,
7,Sex,,,,,,,,,,,1.00
8,Female,82 517,78.7,20 629,78.7,20 629,78.7,20 630,78.7,20 629,78.7,
9,Male,22291,21.3,5572,21-3,5573,21-3,5573,21.3,5573,21.3,
10,BMI (kg/m2),,,,,,,,,,,0-11
11,Mean,23.7,,23.7,,23.7,,23.7,,23.7,,0-11
12,SD,4.5,,4.5,,4.5,,4.5,,4.4,,
13,Physical activity,,,,,,,,,,,0.97
14,Low,22 049,21.0,5439,20.8,5513,21.0,5538,21.1,5559,21.2,
15,Moderate,38 712,36.9,9710,37.1,9676,36.9,9633,36.8,9693,37.0,
16,High,29 447,28.1,7366,28.1,7376,28.2,7370,28.1,7335,28.0,
17,Education level,,,,,,,,,,,0.55
18,<High school degree,18 323,17.5,4545,17.4,4543,17.3,4516,17.6,4618,17.6,
19,<2 years after high school,17 969,17.1,4571,17.5,4474,17.1,4516,17.2,4408,16.8,
20,2 years after high school,68 516,65.4,17 085,65.2,17 185,65.6,17 070,65.2,17 176,65.6,
21,Smoking status,,,,,,,,,,,0.66
22,Never,52 325,49.9,13 093,50.0,13 139,50.2,13 033,49.7,13 060,49.8,
23,Former,34 479,32.9,8607,32.8,8567,32.6,8595,32.8,4432,33.3,
24,Current,32 760,17.2,4501,17.2,4496,17.2,4575,17.5,4432,16.9,
25,"Family history of CVD, yes",32 760,31.3,8267,31-6,8138,31.1,8121,31.0,8234,31.4,0.43
26,"Prevalent morbidity, yes",1498,,,,,,,,,,0.02
27,Type 2 diabetes,1498,1.4,357,1.4,348,1.3,425,1.6,368,1.4,0.02
28,Hypertension,8691,8.3,2073,8.0,2224,8.5,2170,8-3,2197,8.4,0.79
29,Hypercholesterolaemia,8396,8.0,2073,8.0,2135,8.0,2097,8.0,2091,8.0,0.79
30,Hypertriglyceridaemia,1536,1.5,383,1.5,378,1.4,390,1.5,385,1.5,0.98
31,Intakes of:ll,,,,,,,,,,,
32,Energy (kcal/d),,,,,,,,,,,0.47
33,Mean,1847,,1850,,1845,,1845,,1847,,
34,SD,452,,456,,450,,452,,451,,
35,Alcohol (g/d),,,,,,,,,,,0-33
36,Mean,7.8,,7.7,,7.7,,7.9,,7.8,,
37,SD,11.9,,11.9,,11.8,,12.0,,11.9,,
38,Total lipids (g/d),,,,,,,,,,,0.39
39,Mean,81.5,,81.6,,81-3,,81.4,,81.6,,0.39
40,SD,25.3,,25.6,,25.2,,25.3,,25.2,,
41,Carbohydrates (g/d),,,,,,,,,,,0.30
42,Mean,198-1,,198.7,,197.8,,198.0,,197.9,,0.30
43,SD,57-6,,57.8,,57.2,,57.6,,57.7,,
44,Proteins (g/d),,,,,,,,,,,0.58
45,Mean,78.8,,78.9,,79.0,,78.7,,78.8,,
46,SD,21.5,,21.6,,21.5,,21.4,,21-5,,
47,Na (g/d),,,,,,,,,,,0.70
48,Mean,2.7,,2.7,,2.7,,2.7,,2.7,,
49,SD,0.9,,0.9,,0.9,,0.9,,0.9,,
50,Total dietary fibre (g/d),,,,,,,,,,,0.54
51,Mean,19.5,,19.5,,19.5,,19.5,,19.4,,
52,SD,7.2,,7.2,,7.1,,7.3,,7.2,,
53,Dietary Ca (mg/d),,,,,,,,,,,0.61
54,Mean,921,,922,,922,,919,,921,,
55,SD,299,,299,,299,,299,,299,,
56,Fruits and vegetables (g/d),,,,,,,,,,,0-14
57,Mean,465,,231,,231,,237,,463,,
58,Total dairy (g/d),233,,231,,231,,237,,231,,<0.00
59,Mean,222,,65,,150,,241,,431,,
60,SD,151,,32,,22,,32,,123,,
61,Milk (serving/d),,,,,,,,,,,0.56
62,Mean,0.55,,0.56,,0-55,,0.55,,0.55,,
63,SD,0.81,,0.82,,0.81,,0.81,,0.82,,
64,Cheese (serving/d),,,,,,,,,,,0.74
65,Mean,1.23,,1-23,,1.23,,1-22,,1.23,,
66,SD,0.93,,0.93,,0.94,,0.92,,0.94,,
