,0,1,2,3,4,5
0,,,CD (n =43),MD-HMF,MD-PA,pt
1,,,CD (n =43),n=43,n=42,pt
2,,Basal,188.2  96.6,201.4  313.1,200.2  122.6,
3,Triglycerides(mg/dL),6 months,159.2 110.7,128.2  72.1,165.2  108.0,0.096
4,,,29.1  103.3,73.2  290.0,35.0  128.0,
5,,Basal,203.0  43.2,199.6  56.0,191.8  39.2,
6,Total-cholesterol (mg/dL),6 months,193.845.8,184.4 38.8,191.7  42.7,0.661
7,,,9.2  28.9 *,15.1  52.7,0.1  44.6,
8,,Basal,45.514.5,45.6  9.2,41.8  9.1,
9,HDL-chol (mg/dL),6 months,47.8  14.6,48.9  10.8,43.8  9.5,0.664
10,,,2.3  6.3 *,3.3  8.4 *,2.0  5.0 *,
11,,Basal,16.2  9.3,16.9  13.4,16.5  11.4,
12,Intrahepatic fat contents (%),6 months,10.4  7.5,8.3  8.0,10.7  6.4,0.100
13,,,5.8 7.8*,8.7  12.4 *,5.9 10.6*,
14,,Basal,8.4  1.8,8.6  1.7,8.2  2.6,
15,Liver stiffness K-pa,6 months,4.8 2.0,5.2  1.9,5.8  1.8,0.589
16,,,3.6  2.5 *,3.4  1.8 *,2.4  3.1 *,
17,,Basal,27.4 10.1,26.4  16.6,23.3  10.0,
18,AST (mg/dL),6 months,22.9  6.8,23.2  6.7,23.0  15.3,0.609
19,,,4.6  8.6 *,3.215.3,0.3 8.1,
20,,Basal,37.5  20.3,38.2  38.7,33.627.1,
21,ALT(mg/dL),6 months,26.5  10.4,25.7  12.8,26.9  24.6,0.464
22,,,11.0  16.3 *,12.532.8*,6.717.3*,
23,,Basal,47.4  30.3,58.3  81.0,37.3  17.4,
24,GGT (mg/dL),6 months,33.7  22.9,47.7  77.8,31.7  19.6,0.591
25,,,13.722.1*,10.6  67.2,5.6  11.3 *,
