,0,1,2,3,4,5,6,7,8,9,10
0,Variables,,,MUFAg2,,,,,MUFA% of energy3,,
1,,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend
2,Total,12.0  0.2,12.4  0.2,13.8  0.2,14.1  0.2,0.0001,6.2  0.1,6.7  0.1,7.5  0.1,7.5  0.1,0.0001
3,Sex,,,,,,,,,,
4,Male,12.9 0.2,13.3  0.2,14.9  0.2,15.40.3,0.0001,6.4  0.1,6.70.1,7.60.1,7.7  0.1,0.0001
5,Female,11.0  0.2,11.5  0.2,12.6  0.2,12.70.2,0.0001,6.1  0.1,6.6  0.1,7.3  0.1,7.3  0.1,0.0001
6,Age (yrs),,,,,,,,,,
7,3-5,9.6  0.2,10.0  0.2,10.8  0.2,11.3  0.3,0.0001,6.2  0.1,6.5  0.1,7.2  0.1,7.3  0.2,0.0001
8,6-8,12.30.2,12.6  0.3,14.1  0.3,14.3  0.3,0.0001,6.3  0.1,6.7  0.1,7.5  0.1,7.5  0.1,0.0001
9,9-11,14.0  0.3,14.6  0.3,16.4  0.3,16.6  0.4,0.0001,6.3  0.1,6.7  0.1,7.7  0.1,7.8  0.2,0.0001
10,Living area,,,,,,,,,,
11,Urban,12.1 0.2,12.5  0.2,13.9  0.2,14.10.2,0.0001,6.3  0.1,6.7  0.1,7.50.1,7.5  0.1,0.0001
12,Rural,11.7  0.3,11.9  0.4,13.3  0.3,14.0 0.5,0.0001,6.10.2,6.60.2,7.4  0.2,7.8  0.2,0.0001
13,Household income,,,,,,,,,,
14,Lowest,10.7  0.4,11.7  0.4,12.5  0.4,13.7  0.9,0.0003,5.7  0.2,6.3  0.2,6.9  0.2,7.4  0.4,0.0001
15,Medium-low,11.90.3,12.7  0.3,13.80.3,14.0  0.4,0.0001,6.4  0.1,6.90.2,7.7  0.2,7.6  0.2,0.0001
16,Medium-high,12.0  0.3,12.4  0.3,13.8  0.3,14.4  0.3,0.0001,6.3  0.1,6.7  0.2,7.5  0.2,7.7  0.1,0.0001
17,Highest,12.8  0.3,12.7  0.3,14.4  0.3,14.3  0.4,0.0001,6.5  0.1,6.7  0.2,7.7  0.2,7.6  0.2,0.0001
