,0,1,2,3,4
0,,Tertile1,Tertile2,Tertile 3,P for tren
1,"Dietary oxalate (median, mg/d)",148,181,277,
2,Case/total number,49/987,72/990,90/989,
3,Crude,1.00,1.46 (1.02-2.10),1.86 (1.312.63),0.002
4,Model1,1.00,1.37 (0.95-1.97),1.65 (1.162.34),0.019
5,Model2,1.00,1.37 (0.93-1.89),1.60 (1.13-2.27),0.030
6,Model 3,1.00,1.32 (0.911.90),1.47 (1.022.12),0.105
7,Dietary oxalate (mg/d),,,,
8,Low-Ca diet,1.00,1.92 (1.00-3.70),2.42 (1.194.89),0.046
9,Medium-Ca diet,1.00,1.18 (0.61-2.28),1.34 (0.702.58),0.668
10,High-Ca diet,1.00,1.29 (0.672.51),1.66 (0.863.21),0.306
