,0,1,2,3,4,5,6,7,8,9,10,11
0,,, Maternal plasma, Maternal plasma,Cord plasma,Cord plasma,,Colostrum,Transitional milk,Transitional milk,Mature milk,Mature milk
1,,,-TOH,RRR-a-TO,-TOH,RRR-a-TO,a-TOH,RRR-a-TO,a-TOH,RRR-a-TO,a-TOH,RRR-a-TO
2,Shangh,Median,14.68,12.12,2.31,2.31,8.98,8.01,4.08,3.49,4.07,3.28
3,(n=50),"P25,","12.12,","9.92, 14.96","1.85,2.69","1.85,2.69","6.96, 12.94","5.73, 11.44","3.36, 5.25","2.85, 4.39","2.20, 5.44","1.89, 4.46"
4,,"min,","9.84, 33.91","7.69,28.81",4.22,4.22,"2.18,52.07","1.81, 41.20","1.20, 9.07","1.04, 8.61","1.16, 8.84","0.90, 7.99"
5,Chengd,Median,15.10,12.85,2.45,2.45,13.85,12.06,3.76,3.17,3.16,2.59
6,n=51,"P25,","13.07,","11.30,","2.04, 2.78","2.04, 2.78","8.76,21.56","7.71,19.57","3.09, 4.69","2.46, 3.89","2.00, 3.71","1.56, 3.30"
7,,"min,","9.28, 37.09","8.40,31.08","1.42,5.08","1.42,5.08","3.57, 34.51","2.99, 31.38","1.24, 8.56","0.00, 7.59","0.96, 11.02","0.72, 9.46"
8,Tianjin,Median,11.41,10.19,2.06,2.06,9.06,8.17,3.28,2.89,2.83,1.97
9,(n=30),"P25,","10.30,","9.23, 12.67","1.75, 2.34","1.75, 2.34","6.20,13.60","5.38, 12.10","2.44, 4.23","2.01, 3.70","2.09, 3.76","1.53, 3.12"
10,,"min,",6.50 20.39,"5.66,16.88","0.36, 2.73","0.36,2.73",2.91.20.44,"2.59, 17.90","1.18, 10.29","1.11, 8.37","1.26, 6.92","0.97, 5.75"
11,Guangz,Median,17.42,15.32,2.04,2.04,8.98,8.32,4.56,4.00,3.23,1.94
12,(n=30,"P25,","16.34,","14.64,","1.84, 2.33","1.84, 2.33","6.51,11.43","5.89,10.57","3.68, 5.45","3.23, 4.83","2.20, 3.81","1.44, 2.98"
13,,"min,","12.30,","10.94,","1.39, 2.88","1.39, 2.88","2.56, 34.65","2.34, 30.42","1.82, 8.00","1.54, 7.09","1.46, 5.23","0.00, 4.54"
14,Jilin,Median,15.17,13.67,1.46,1.46,7.33,6.72,2.80,2.49,2.30,1.74
15,(n=30),"P25,","12.07,","10.48,","1.11, 1.93","1.11, 1.93","4.49,11.13","4.10,10.07","1.95, 3.37","1.67, 2.97","1.79, 2.98","1.48, 2.67"
16,,"min,",2.47. 21.78,2.26. 19.60,6.30,6.30,"1.63,52.31","1.48,44.81","0.93,6.84","0.81,6.28","1.28,5.02","0.71,4.56"
