,0,1,2
0,Plants,Percentage Occurrence,Reference
1,Stachys lavandulifolia Vahl. (Lamiaceae),56.4,[4]
2,Vanillosmopsis arborea Barker(Asteraceae),91.02,[5]
3,Nectandra megapotamicav (Spreng.) Mez. (Lauraceae),93.7,[6]
4,Nepeta graciliflora Benth. (Lamiaceae),8.97,[7]
5,Lantana achyranthifolia Desf. (Verbenaceae),11.23,[8]
6,"Hymenocrater yazdianus, Stachys obtusicrena Boiss, and Nepeta asterotricha",23.5%,[9]
7,Tanacetum walteri (Anthemideae-Asteraceae),6.3,[10]
8,"Licaria, Nectrandra and Ocotea Species (Lauraceae)",59.793.7,[11]
9,Semenovia suffruticosa,13.3,[12]
10,Genus Matricaria,2981,[2]
11,Algerian Eryngium tricuspidatum L,32.6,[13]
12,Eupatorium adenophorum,9.53,[14]
13,Candeia Tree (Eremanthus erythropappus (DC) McLeisch),6691,[15]
14,Amomum biflorum,16.0,[16]
15,Acanthospermum hispidum (Asteraceae),11.4,[17]
16,Helietta longifoliata,7.24,[18]
17,Betonica grandiflora Willd.,4.9,[19]
18,Rhaponticum acaule DC,4.8,[20]
19,Vismia macrophylla,14.9,[21]
