,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Fathers,Sons (living with,pa,1.b,Fathers,Sons (living independent,pa,rb,Grand-,,Grand-,pa,rb
1,,,their parents),,,,of their parents),,,father,,son,,
2,n (paired),,543,,,,260,,,,75,,,
3,Total energy,2524,28491138,<0.001,0.08,2308,26771005,<0.001,-0.04,2390962,,3089,<0.001,-0.04
4,(Kcal/day),1176,,,,939,,,,,,1559,,
5,Carbohydrate,61.1,58.26.55,<0.001,0.11,59.6,59.26.28,0.34,-0.005,61.17.5,,56.96.6,<0.001,-0.05
6,,6.35,,,,6.48,,,,,,,,
7,Starch c,36.1,33.28.70,<0.001,0.18f,31.1,34.09.36,<0.001,0.06,33.910.4,,32.2,0.25,0.19
8,,9.10,,,,9.47,,,,,,10.5,,
9,Non-starch c,15.7,16.36.62,0.11,0.16 f,17.8,15.76.93,<0.001,0.10,17.47.2,,15.46.5,0.06,0.04
10,,7.21,,,,7.52,,,,,,,,
11,Protein,14.6,14.52.46,0.66,0.15f,15.3,14.92.36,0.03,-0.03 g,15.15.8,,14.62.4,0.19,-0.13
12,,2.34,,,,3.13,,,,,,,,
13,Animal protein c,7.91,8.394.03,0.01,0.26 f,8.22,8.904.01,0.03,-0.004,7.594.16,,8.89,0.02,0.09
14,,3.78,,,,3.71,,,g,,,4.04,,
15,Vegetable protein,6.34,6.611.68,<0.001,0.21 f,5.77,5.811.75,0.80,0.05g,6.212.09,,5.49,0.02,0.17
16,,1.76,,,,1.83,,,,,,1.99,,
17,Total fat c,27.5,30.15.87,<0.001,0.19 f,29.1,28.85.83,0.45,0.002 g,28.57.6,,31.16.4,0.01,0.18
18,,5.80,,,,6.04,,,,,,,,
19,SFAc,8.97,10.2+2.82,<0.001,0.12,9.18,9.462.77,0.21,-0.06 g,8.903.18,,10.32.8,0.004,0.08
20,,2.92,,,,3.08,,,,,,,,
21,Trans-fatty acids,2.06,2.491.38,<0.001,0.16f,1.94,2.281.35,0.002,0.01g,2.021.42,,2.51,0.02,0.04
22,,1.53,,,,1.43,,,,,,1.17,,
23,MUFAC,9.08,9.862.46,<0.001,0.17f,9.56,9.602.14,0.79,0.06,10.06.5,,9.89,0.83,0.09
24,,2.17,,,,2.24,,,,,,2.20,,
25,PUFAC,5.52,5.842.02,0.001,0.17f,5.91,5.771.78,0.31,0.06,5.912.68,,5.84,0.84,0.09
26,,1.69,,,,1.78,,,,,,1.80,,
27,Fiberd,9.64,8.622.64,0.004,0.08,11.3,8.972.72,<0.001,0.05,10.63.18,,8.62,<0.001,0.03
28,,3.22,,,,3.56,,,,,,3.02,,
29,Cholesterol (mg),235,295193,<0.001,0.08,191130,269151,<0.001,-0.03,19096.0,,341218,<0.001,-0.02
30,day),259,,,,,,,,,,,,
31,Vitamin C e,64.1,58.932.3,0.009,0.15,67.7,64.134.7,0.03,0.02 g,62.931.0,,57.0,0.009,-0.02
32,,38.5,,,,34.6,,,,,,35.8,,
33,Calcium e,555,552179,0.72,0.01,593185,556198,0.03,0.06,619184,,561209,0.03,0.04
34,,177,,,,,,,,,,,,
35,Iron e,15.3,14.08.95,0.009,0.06,16.8,15.410.1,0.09,-0.04,17.210.8,,14.7,0.10,-0.08
36,,9.15,,,,9.25,,,,,,9.79,,
37,Zince,5.59,5.512.93,0.56,0.08,5.93,8.022.57,0.38,0.05,6.032.84,,5.31,0.01,0.17
38,,0.91,,,,2.57,,,,,,0.90,,
39,Sodium (mg/day),1679,1428370,0.21,0.007,1666,1469435,<0.001,0.11,1484458,,1515,0.65,-0.17
40,,4640,,,,540,,,,,,375,,
41,Magnesium e,204,18534.8,<0.001,0.09,213,19853.4,<0.001,0.02,21839.4,,18639.4,<0.001,-0.004
42,,+37.1,,,,38.6,,,,,,,,
