,0,1,2,3,4,5,6
0,Characteristic,Overall a,,Nonobese b,,Obesec,
1,,"n=66,526",,"n=44,061",,"n=22,465",
2,,No MAFLD,MAFLD,No MAFLD,MAFLD,No MAFLD,MAFLD
3,,"n=55,730","n=10,742","n=41,310","n=2,720","n=14,420","n=8,02"
4,AMED score,24.64.3,24.84.6,24.64.3,25.24.5,24.54.4,24.84.6
5,DASH score,20.64.3,20.54.5,20.74.4,20.84.7,20.44.3,20.44.5
6,Age (year),49.511.1,50.010.2,49.511.3,51.010.3,49.510.3,49.610.2
7,Female sex (%),64.6,51.6,65.5,54.8,62.1,50.6
8,Urban residence (%),32.9,42.7,32.9,42.1,32.7,43.0
9,Ethnic minorities (%),42.6,40.6,41.4,33.8,46.0,42.8
10,Married or cohabiting (%),89.9,90.1,89.8,90.6,90.2,90.0
11,Highest education completed (%),,,,,,
12,No formal school,25.3,24.4,24.2,19.4,28.3,26.1
13,Primary school,24.9,25.6,25.0,24.8,24.7,25.8
14,Middle and high school,38.0,37.9,38.5,41.9,36.8,36.5
15,College or university,11.8,12.1,12.3,13.9,10.1,11.6
16,Household income (Yuan/year) (%),,,,,,
17,<12000,16.6,14.7,16.9,13.9,15.4,15.0
18,12000-19999,18.3,17.6,18.1,16.5,18.9,17.9
19,20000-59999,37.1,36.5,36.9,36.1,37.9,36.7
20,60000-99999,14.5,15.9,14.5,16.1,14.7,15.7
21,100000-199999,10.8,12.1,10.7,13.9,10.9,11.5
22,>200000,2.7,3.2,2.8,3.6,2.2,3.2
23,Occupation (%) d,,,,,,
24,Primary industry practitioner,36.5,30.3,38.1,30,32.2,30.2
25,Secondary industry practitioner,8.2,6.8,8.2,6.4,8.1,7.0
26,Tertiary industry practitioner,37.5,41.2,36.5,42.7,39.8,40.8
27,Unemployed,17.8,21.6,17.1,20.9,20.0,21.9
28,Regular smoking (%),,,,,,
29,Never,76.2,77.2,75.3,75.4,78.6,77.9
30,Previous,3.8,4.6,3.5,4.0,4.7,4.9
31,Current,20.0,18.2,21.2,20.7,16.7,17.3
32, Alcohol intake e,,,,,,
33,None,56.5,57.1,57.1,56.6,54.7,57.2
34,Low,37.2,36.5,36.5,35.7,39.2,36.9
35,High,6.3,6.4,6.4,7.7,6.1,5.9
36,Physical activity (MET-h/day),26.417.0,23.816.8,26.817.1,23.716.0,25.416.8,23.8 17.2
37,BMI (kg/m2),23.23.0,27.23.4,21.82.0,23.71.2,27.11.9,28.42.9
38,Dietary supplement (%),15.5,13.9,16.4,16.5,12.7,12.9
39,Regular beverage intake (%),,,,,,
40,Never,92.7,90.2,93.4,93.5,90.9,89.0
41,Previous,0.4,0.4,0.4,0.4,0.5,0.4
42,Current,6.9,9.5,6.3,6.0,8.6,10.6
43,Regular spicy food intake (%),79.1,81.2,79.4,83.1,78.7,80.5
44,Regular pepper food intake (%),67.4,69.7,67.8,73.8,66.6,68.2
45,Insomnia Symptoms (%),42.1,40.4,42.3,38.8,41.6,41.0
46,Depressive symptom (%),4.6,3.4,4.7,3.7,4.3,3.4
47,Anxiety symptom (%),5.5,4.3,5.5,3.8,5.4,4.5
48,Menopausal status in women (%),,,,,,
49,Premenopause,52.8,50.5,52.3,49.0,54.0,51.1
50,Perimenopause,7.0,7.8,6.9,7.3,7.4,8.0
