,0,1,2,3,4
0,,Validation,,Reproducibility,Reproducibility
1,,N=75,,N=77,
2,,Mean,SD (range),Mean,SD (range)
3,Age (years),35.8,4 (2844),37,4 (2947)
4,Mother,38.2,5 (2959),39,6 (2959)
5,Father,,,,
6,,N,%,N,%
7,Parent who filled out the questionnaire,4,5.3,4,5.2
8,Father,67,89.3,69,89.6
9,Mother,4,5.3,4,5.2
10,Both,,,,
11,Type of family,64,85.3,67,87
12,Two-parent,7,9.3,7,9.1
13,Co-parenting,2,2.7,1,1.3
14,One-parent,2,2.7,2,2.6
15,Other,,,,
16,Brother/sisters in family,11,14.7,12,15.6
17,Only child,35,46.7,31,40.3
18,One sibling,29,38.7,34,44.2
19,Two or more siblings,,,,
20,Smoking habits mother,3,4,4,5.2
21,Smoker,72,96,73,94.8
22,Non-smoker,,,,
23,Smoking habits father,7,9.5,8,10.4
24,Smoker,67,90.5,69,89.6
25,Non-smoker,,,,
26,Special diets,3,2,1,0.7
27,Gluten-free,3,2,2,1.3
28,Lactose-free,2,1.3,3,2
29,Diabetes,1,0.7,2,1.3
30,Energy-restricted,1,0.7,0,0
31,Low-fat,,,,
32,Special eating pattern,11,7.4,11,7.1
33,"Vegetarian(Pesco-,lacto-ovo-...",3,2,3,2
34,Biologicaldvna,,,,
