,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,NDNS age groups (years),NDNS age groups (years),NDNS age groups (years),,,,,,,,,,
1,,1.5-3,,4-10,,,11-18,,,19-64,,,65+,
2,,sex-combined,Boys,Boys,Girls,Boys,,Girls,Men,Women,Women,Men,Women,Women
3,intake (g/day),32.6,54.5,54.5,49.9,71.6,,62.4,64.3,,50.0,61.4,,40.1
4,Free sugars,,,,,,,,,,,,,
5,intake (% total,11.3,13.6,13.6,13.4,13.9,,14.4,11.1,,11.2,12.1,,10.4
6,energy),,,,,,,,,,,,,
7,% with intakes,,,,,,,,,,,,,
8,to 5% total,13,3,,1,5,,6,13,,13,9,,16
9,energya,,,,,,,,,,,,,
10,(unweighted),250,276,,238,270,,272,450,,632,141,,194
