,0,1,2,3,4,5
0,Parameter,Unit,ALL (n'223),NR (n'67),R(n156),p-Value
1,AGE,year,10.05  3.26,10.18  3.45,9.99  3.19,0.699
2,SEX (MALE),,101 (45.3%),27 (40.3%),74 (47.7%),0.326
3,BMI,kg/m2,18.84 (16.26; 22.05),19.5 (16.9; 23.49),18.65 (16.19; 21.6),0.158
4,TC,mg/dL,220 (202; 251),214 (187; 239),226 (206; 253),0.004 *
5,HDL-C,mg/dL,58 (49; 68),57 (47;68),59 (50; 68),0.141
6,LDL-C,mg/dL,145 (124; 174),133 (114; 162),148.5 (128.5; 175),0.003 *
7,TG,mg/dL,69 (55; 104),74 (59; 112),67.5 (54; 99),0.051
8,Non-HDL-C,mg/dL,159 (141; 189),153 (135; 186),166 (144.5; 192.5),0.017 *
9,Calories,Kcal/day,"1258 (10,472; 1441)",1236 (1056; 1441),1259.5 (1084; 143),0.649
10,TDL,E%/day,34.06  5.01,34.63  5.67,33.82  4.69,0.273
11,DC,mg/day,137.7 (107.77; 174.31),136 (106;177.85),137.85(109.32;172.99,0.812
12,PUFAs,E%/day,3.3 (2.9; 3.81),3.35 (2.81; 3.95),3.29 (2.93; 3.8),0.735
13,MUFAs,E%/day,16.36  3.45,16.86  3.98,16.14  3.19,0.153
14,SFAs,E%/day,10.15 (8.44; 11.63),10.16(8.68;11.41),10.08 (8.2; 11.7),0.706
15,Fiber,g/day,9.96  3.58,9.64  3.95,10.09  3.41,0.387
16,CHO,E%/day,50.05  5.82,49.56  5.94,50.26  5.78,0.412
17,Pr,E%/day,15.83  2.65,15.78  2.27,15.86  2.81,0.837
