,0,1,2,3,4
0,,Treatment,Ripening stage,,
1,,,Mature green,Turning,Red
2,Storage,Control,0,6,14
3,time,Ethephon,0,3,9
4,(days),MeJA,0,4,11
5,L*,Control,33.68 2.04a,33.541.59a,32.961.37a
6,,Ethephon,33.68 2.04a,34.94+1.56a,33.291.14a
7,,MeJA,33.68  2.04a,34.211.81a,32.39+1.33a
8,a*,Control,-2.860.14a,9.92 1.08a,27.242.05a
9,,Ethephon,-2.860.14a,9.621.07a,27.411.25a
10,,MeJA,2.860.14a,10.191.13a,28.041.78a
11,b*,Control,11.981.38a,18.95 1.24a,24.531.50a
12,,Ethephon,11.98+1.38a,19.44+1.11a,23.361.84a
13,,MeJA,11.981.38a,19.271.99a,24.821.69a
