,0,1,2,3,4,5,6,7,8
0,,6 month-follow-up,,,,12 month-follow-up,,,
1,,Crude3,p value,Multivariable4,p value,Crude3,p value,Multivariable,p value
2,Q2 (men 20-24;,746 0.87 (0.71-1.06),,1.09 (0.831.43),,0.98 (0.801.20),,1.30 (0.991.71),
3,women 21-25),,,,,,,,
4,Q3 (men 25-30;,746 0.84 (0.68-1.02),,1.36 (0.97-1.88),,0.87 (0.71-1.06),,1.40 (1.00-1.94),
5,women 26-32,,,,,,,,
6,Q4 (men>30,7460.74(0.60-0.900.004,7460.74(0.60-0.900.004,1.62(1.07-2.46)0.016,1.62(1.07-2.46)0.016,0.75(0.61-0.920.002,0.75(0.61-0.920.002,1.62(1.07-2.45)0.039,1.62(1.07-2.45)0.039
7,women>32,,,,,,,,
8,8.11Carbohydrate Quality Index,,,,,,,,
9,Q1 (low),9811.00 (ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
10,Q2,8030.82 (0.68-0.99),,0.96 (0.771.21),,0.81 (0.670.97),,0.96 (0.771.21),
11,Q3,6820.70(0.58-0.85),,0.96 (0.741.26),,0.67 (0.55-0.82,,0.94 (0.721.23),
12,Q4 (high),5190.61 (0.49-1.75),<0.001,1.00(0.72-1.39),0.911,0.55 (0.44-0.68),<0.001,0.96(0.69-1.34) 0.713,0.96(0.69-1.34) 0.713
