,0,1,2,3,4,5,6,7,8,9,10
0,Treatment,,,Femgkg,Semgkg1,,,,Mggkg,Zn(mgkgl,Mnmgkg1
1,composition,KgkgDwt,Nag kgDwt,Dwt),Dwt),N(g kgDwt,Cag kgDwt,,Dwt),Dwt),Dwt)
2,T1,320.7i-k,3.3  0.47h,153.4 2.55kl,341.24gh,12 0.47f.i,180.19g-l,,2.1  0.04d,21 0.27f.1,21 0.42ef
3,T2,43 0.47c-e,3.60.87h,372.3  9.27a,39  1.18g,18.60.72b,190.47f-k,,2 0.04d-f,25  0.64de,200.57e-g
4,T3,450.38bc,3.3 0.25h,204  2.86f,97  2.59b,15  0.47de,22  0.34dc,,2.5 0.07ab,270.89b-d,250.81bc
5,T4,460.81bc,120.48cd,1796.33h-j,341.41gh,190.72ab,190.3d-i,,2.3 0.02c,29  0.37ab,27 0.35a
6,T5,"43  0.94c,e",9  0.39eg,3188.14b,33 0.81g.i,21.9  0.98a,190.51d-i,,1.9 0.07d-g,220.77f g,20  0.72e-g
7,T6,510.27a,7.60.28eg,2727.2cd,964.25b,160.47cd,26  0.94a,,2.70.08a,311.2a,28  0.89a
8,T7,42  0.72c-e,14.31.1b,160  3.6j-,31.60.72hj,150.72cd,200.25cg,,2.03  0.05de,23 0.51ef,250.5bc
9,T8,40 0.98e-f,14.8  0.39b,3129.75b,300.81h-j,170.72bc,170.54,,1.8 0.04f-i,190.92h-k,21 0.94ef
10,T9,451.41bc,11.41.2de,2774.03c,1052.99a,14.6  0.27de,25 0.96a,,2.40.02bc,281.11bc,27 0.33a
11,T10,29  1.24kl,14.1 0.57,1412.99i,84.3  0.27bc,8.3  0.54kl,18 0.66g.1,,1.56 0.05jk,20  0.478.i,20  0.54eg
12,T11,311.36ik,8.80.38fg,2778.73c,26 0.27h-j,110.478,170.72j1,,1.50.02k,20 0.72h-k,18 0.47h-j
13,T12,31 1.24ik,9  0.28fg,2011.51fg,63  1.44d,12 0.47f-i,22 0.95bc,,1.9  0.05d.g,25 0.74de,25 0.49bc
14,T13,440.3d.f,12.3  0.38i,177 4.48h-j,29 0.27h-j,100.47ik,21 0.29b-e,,2 0.04d.f,270.23b-d,230.27b-d
15,T14,45  0.47b-d,3.3  0.54h,256  5.44de,29  0.94h-j,170.72bc,21  0.73b-d,,1.8 0.05e-h,210.66f-h,20  0.24e-g
16,T15,48  2.4bc,3.3  0.21h,204 2.16f,80  6.38c,13  0.47e-g,26  0.54a,,2 0.04d.f,29 0.38ab,250.66b
17,T16,33 1.96h-j,10.21.1d.f,168  4.89i-k,27 0.47h-j,12 0.72f.h,220.53bc,,1.9  0.02d-g,25  0.47de,250.72b
18,T17,300.27ik,9.1  0.7eg,239  4.71e,28  0.72h-j,160.47cd,17.1  0.54kl,,1.6  0.05i-k,200.818,190.76f.i
19,T18,37 1.24gh,9.70.3eg,2033.21f,74.3  1.65c,13 0.72ef,20.2 0.32ch,,1.9  0.02d.g,290.13ab,28 0.81a
20,T19,250.72 m,17.30.6ab,1200.81m,23.6 1.65j,70.471,14.3 0.25 m,,1.10.02,180.62jk,180.19gj
21,T20,250.27lm,140.7bc,208  5.22f,25  0.47i,10 0.72h-k,13.50.19m,,1.10.07l,170.52k,150.6k
22,T21,380.32fg,130.48bc,197  3.66f.h,55  1.9e,9.6  0.27ilc,17.6  0.72i,,1.560.02jk,25  0.47de,23  0.36cd
23,T22,34 0.44gi,140.12i,145  6.8i,27 0.72h.j,110.478j,20 0.16c-f,,1.20.111,220.81f.h,210.48de
24,T23,310.79ik,10.2 0.1d-f,2184.5f,330.98gh,120.47.i,19 0.25e-j,,1.70.028-j,210.478,170.5
25,T24,38 0.72fg,10.9  0.2d-f,1822.68gi,59  2.12de,9.3  0.27jk,22  0.47b,,1.9  0.04d-h,"26 0.94c,e",23 0.28b-d
26,T25,290.27k,9.70.41g,1502.32kl,251.88,8.3  0.27kl,18  0.47h-l,,1.70.04h-k,19.60.54gk,190.3f-h
27,T26,31 0.62ik,8.8  0.31fg,2388.06e,23.6  1.78i,12.3  0.27fh,160.681,,1.5  0.09 k,18.70.31k,160.07ji-k
28,T27,33 0.27h-i,9  0.27fg,206 4.48f,46.6  1.18f,130.47eg,190.47d-h,,1.80.07e-h,28.70.21ab,20 0.45eg
29,Significance,,,,,,,,,,
30,NaCl,**,**,,,,*x,*x,**,**,**
31,Graphene,,**,,**,,,,**,**,**
32,NaClgraphene,,**,**,**,,,,**,**,**
33,Spray,,**,,,,,>,,**,**
34,NaCl  spray,ns,ns,,,,,,**,*,**
35,,,,**,,**,,,,,
36,phenespray,,ns,+*,ns,+*,,+*,,**,
37,phenespray,,,,,,,,,,
