,0,1,2,3,4,5,6,7
0,2 Risk of bias summary for,,,,,,,
1,luded studies,Random sequence generation(selection bias),Random sequence generation(selection bias),,,,,
2,,,Allocation concealment(selection bias),,,,,
3,,Blinding of participants and personnel(performance bias,Blinding of participants and personnel(performance bias,,,,,
4,,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),,,,,
5,,,Incomplete outcome data(attrition bias),,,,,
6,,,Selective reporting (reporting bias),,,,,
7,,,Other bias,,,,,
8,,,,0%,25%,50%,75%,10
9,,Low risk of bias,Unclear risk of bias,,,High risk of bias,,
