,0,1,2
0,Parameters studied,Young rats,Old Rats
1,Serum leptin concentration,Lover,Higher
2,Leptin mRNA level,Lower,Higher
3,SREBP-1c mRNA level,Higher,Lower
4,FASmRNA level,Higher,Lower
5,FAS activity,Higher,Lower
6,ACC mRNA level,Higher,Lower
7,ACC activity,Higher,Lower
8,ACL mRNA level,Higher,Lower
9,ACL activity,Higher,Lower
10,ME mRNA level,Higher,Lower
11,ME activity,Higher,Lower
12,6PGDH mRNA level,Higher,Lower
13,6PGDH activity,Higher,lower
14,Rate of fatty acid synthesis in vivo,Higher,Lower
15,Glut4 mRNA level,Higher,Lower
