,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,020,,60,,,,,,,,,,,
1,,(I%S6),,,,,,,,,,,66,,,080) 60,
2,,(15%S6),,601)LT,,,200,,,,,711)711,,,,,
3,,(I%6),,91) 98'1,,,,,-650060,,,,,,,,
4,,,434,,427,,,,2,,112,,,,105,,
5,RH,1%6),,180)111,,,69,,,,,,,,,,
6,,1%6),,,,,,,L6'0)1I'I,,,,,,,,
7,,(IS%S6),,,,,,,00,,,,,,,,
8,,,,,2005,,,,,,,174,,,2180,,
9,,1%S,,,,,,,,,,,,,,,
10,,(1%S6),,,,,,,760) 80I,,,,,,,,
11,,(IO%S6),,,,,,,960)I,00,,,09,,,,155
12,,,2105,,,,,2067,17T,,,202,,,2204,280,
13,,,ON,,ON,Yes,,ON,,,ON,Yes,,Jo osn Kuy,ON,,
