,0,1,2,3,4
0,,,Model1,Model 2,Model 3
1,Dietary Fiber Intake,,OR (95% CI),OR (95% CI),OR (95% CI)
2,Legume fiber (g/day),,,,
3,,0,1.00 (ref.),1.00 (ref.),1.00(ref.)
4,,0.010.2,"1.02 (0.99, 1.06)","1.01 (0.98, 1.04)","1.02 (0.98, 1.05)"
5,,0.21-1.13,"0.99 (0.96, 1.02)","0.98 (0.95, 1.02)","0.99 (0.96, 1.03)"
6,,1.14,"1.02 (0.98, 1.05)","1.04 (1, 1.08)","1.05 (1, 1.09)"
7,,p-trend,0.736,0.244,0.248
8,Vegetable fiber (g/day),,,,
9,,1.68,1.00 (ref.),1.00 (ref.),1.00 (ref.)
10,,1.69-3.1,"1.02 (0.98, 1.05)","1 (0.97,1.04)","1.01 (0.97, 1.04)"
11,,3.11-5.02,"1 (0.96, 1.03)","0.99(0.95,1.02)","0.98(0.95,1.02)"
12,,5.03,"1.03 (0.99, 1.07)","0.99 (0.95, 1.03)","1.01 (0.97,1.05)"
13,,p-trend,0.559,0.776,0.982
14,Fruit fiber (g/day),,,,
15,,0,1.00 (ref.),1.00 (ref.),1.00 (ref.)
16,,0.01-0.58,"1.03 (0.98, 1.1)","1.04 (0.98, 1.11)","1.04 (0.98, 1.11)"
17,,0.59-1.56,"1.04 (0.98, 1.1)","1.06(1, 1.13)","1.06(1, 1.13)"
18,,1.57,"1.06 (1, 1.12)","1.05 (0.99, 1.11)","1.06(1, 1.12)"
19,,p-trend,0.486,0.214,0.264
