,0,1,2,3,4
0,,,Model1,Model 2,Model3
1,Dietary Fiber Intake,,OR (95% CI),OR (95% CI),OR (95% CI)
2,Total fiber (g/day),,,,
3,,5.85,1.00 (ref.),1.00 (ref.),1.00 (ref.)
4,,5.86-8.25,"0.95 (0.92, 0.98)","0.94 (0.91, 0.97)","0.93 (0.9,0.96)"
5,,8.26-11.65,"0.86 (0.83, 0.89)","0.85 (0.81, 0.88)","0.85 (0.82, 0.88)"
6,,11.66,"0.89 (0.86, 0.92)","0.88 (0.85, 0.92)","0.88 (0.84, 0.91)"
7,,p-trend,<0.001,<0.001,0.001
8,Cereal fiber (g/day,,,,
9,,2.36,1.00 (ref.),1.00 (ref.),1.00 (ref.)
10,,2.373.75,"0.96 (0.93, 0.99)","0.95 (0.92,0.98)","0.94 (0.91, 0.97)"
11,,3.766,"0.81 (0.78, 0.84)","0.79(0.76,0.82","0.780.75,0.82"
12,,6.1,"0.68 (0.65, 0.72)","0.68 (0.64, 0.72)","0.67 (0.63, 0.71)"
13,,p-trend,<0.001,<0.001,<0.001
