,0,1,2,3,4
0,Scientific name,Number,"Body weight(wet weight,g)",Body length (mm),Habitat
1,Johnius belengeri (JB),6,3.75-14.72,70-120,Demersal
2,Chrysochir aureus(CA),6,5.73-86.43,80-175,Demersal
3,Collichthys lucidus (CL),6,7.06-28.50,100-153,Demersal
4,Ctenotrypauchen chinensis (CC),6,8.19-16.49,90-160,Demersal
5,Muraenesox cinereus(MC),6,11.92-550.50,246692,Demersal
6,Sebastiscus marmoratus(SM),6,23.9152.59,111-147,Demersal
7,Coilia macrognathos (CM),6,37.00-96.63,245-319,Middle-upper
8,Larimichthys crocea (LC),6,52.50-84.20,180-204,Demersal
9,Lateolabrax maculatus (LM),6,97.47141.24,226-285,Middle-upper
