,0,1,2,3,4,5,6,7,8,9,10
0,Bllllonsofdollars,,,,,,,,,,
1,,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2,Resource commitmentsa,135.2,193.7,245.4,163.8,189.8,130.8,185.0,119.9,245.4,256.7
3,"Financial institutions,excluding",,,,,,,,,,
4,International MonetaryFund(IMF,76.1,114.5,119.6,106.8,96.5,98.8,99.2,99.9,106.9,108.0
5,Regional development banksb,36.7,55.1,46.2,46.9,43.0,45.8,41.1,46.9,49.8,54.0
6,World Bank Group,39.4,59.4,73.4,59.9,53.5,53.0,58.1,53.0,57.0,54.0
7,International Bank for,,,,,,,,,,
8,Reconstruction and Development,,,,,,,,,,
9,(IBRD),13.5,32.9,44.2,26.7,20.6,15.2,18.6,23.5,29.7,22.6
10,International Development,,,,,,,,,,
11,Association(IDA,11.2,14.0,14.6,16.3,14.8,16.3,22.2,19.0,16.2,19.5
12,International Financial Corporation,,,,,,,,,,
13,(IFC)d,14.6,12.4,14.6,16.9,9.2,11.0,10.0,10.5,11.1,11.9
14,International Fund for,,,,,,,,,,
15,Agricultural Development (IFAD),0.6,0.7,0.8,1.0,1.0,0.8,0.7,1.3,0.8,1.3
16,International MonetaryFund(IMF),48.7,68.2,114.1,45.7,82.5,19.6,72.7,6.2,123.9,132.9
17,United Nations operational agenciese,10.5,11.0,11.6,11.3,10.8,12.4,13.1,13.7,14.7,15.8
18,Net flows,43.4,54.6,64.6,78.7,35.1,8.8,-5.1,17.7,32.2,36.3
19,"Financial institutions,excluding IMF",24.5,22.6,27.2,38.0,26.3,22.2,25.0,35.5,33.8,36.6
20,Regional development banksb,21.4,15.7,9.9,10.5,8.6,5.7,11.2,15.4,14.2,13.1
21,World Bank Group,3.1,6.9,17.2,27.6,17.7,16.5,13.8,20.1,19.6,23.6
22,International Bank for,,,,,,,,,,
23,Reconstruction and Development,,,,,,,,,,
24,(IBRD),-6.2,-2.1,8.3,17.2,8.0,7.8,6.4,9.0,10.0,13.2
25,International Development,,,,,,,,,,
26,Association (IDA),6.8,7.0,7.0,9.1,7.8,7.0,7.4,9.9,8.8,8.8
27,International Financial Corporation,,,,,,,,,,
28,(IFC),2.4,2.1,1.9,1.2,1.9,1.6,0.1,1.3,0.8,1.6
29,International Fund for Agricultural,,,,,,,,,,
30,Development(IFAD),0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3
31,International Monetary Fund(IMF),18.9,32.0,37.4,40.7,8.9,-13.4,-30.1,-17.9,-1.5,-0.4
