,0,1,2,3
0,,,Selection,
1,Characteristic,Southern Sensation Seedless,Southern Sensation Seedless,Victoria Red
2,Budbreak,4 Mar.,,6 Mar.
3,Bloom,12 Apr.,,13 Apr.
4,Harvest,16 July,,16 July
5,Berry wt (g,2.30 (0.40,,6.910.57
6,Berry length,16.60 (2.10),,28.37(3.07)
7,Berries/cluster,122.7 (10.5),,
8,Clusters/vine,33.6 (12.22),,31.8 (8.12)
9,Cluster wt (g),237.42 (44.1),,421.14 (56.3
10,Yield (kg/vine),5.53(1.10,,12.7 (2.21)
11,Soluble solids (%),16.0 1.67),,15.8 (2.44)
12,Juice pH,3.96 (0.28),,3.84 (0.37)
13,Titratable acidity(g/L),4.61 (0.34),,4.71 (0.38)
14,Shoots/vine,28.81 (5.99),,37.10(6.23)
15,Pruning weight (kg,1.31 (0.42),,
