,0,1,2,3,4,5,6
0,,Non-smoker,,,Smoker,,
1,,N (controls/,Crude OR (95%,Adjusted OR (95%,N (controls/,Crude OR (95%,Adjusted OR (95%
2,,cases),CI) *,CI)*,cases),CI) *,CI)*
3,Quintile 3 (> 10.85~,106/54,"0.55 (0.35, 0.84)","0.48 (0.28, 0.80)",99/94,"0.41 (0.26, 0.63)","0.25 (0.14, 0.43)"
4,13.22 g/day),,,,,,
5,Quintile 4 (> 13.22~ ,111/74,"0.72 (0.48, 1.08)","0.53 (0.31,0.91)",67/102,"0.66 (0.42, 1.03)","0.41 (0.23, 0.74)"
6,16.55 g/day),,,,,,
7,Quintile 5(>16.55g/day),115/57,"0.53 (0.35, 0.82)","0.31 (0.16, 0.60)",80/103,"0.55 (0.36, 0.86)","0.27 (0.13, 0.53)"
8,Pfor trend,,0.010,0.002,,0.006,0.001
9,Every 10-unit increment,,"0.95 (0.76, 1.17)","0.92 (0.64, 1.30)",,"0.87 (0.70, 1.09)","0.72 (0.49, 1.05)"
