,0,1,2,3,4,5,6,7,8,9,10
0,Grupo/Periodo,Energia,,,Grasas saturadas,,,Azucares agregados,Azucares agregados,Sodio,
1,,Kcal/AdEq/,%,g/AdEq/,%,%Kcal/AdEq/,g/AdEq/,%,%Kcal/AdEq/,mg/AdEq/,%
2,,dia,,dia,,dia,dia,,dia,dia,
3,Naturales o minimamente,,,,,,,,,,
4,procesados,,,,,,,,,,
5,1996-1997,1.046,"37,7","11,2","37,0","3,6","0,0","0,0","0,0",370,"8,1"
6,2004-2005,846,"33,6","8,6","30,3","3,1","0,0","0,0","0,0",274,"6,5"
7,2012-2013,852,"33,7","8,1","27,7","2,9","0,0","0,0","0,0",272,"6,5"
8,2017-2018,798,"34,2","7,5","26,6","2,9","0,0","0,0","0,0",246,"6,5"
9,Ingredientes culinarios,,,,,,,,,,
10,1996-1997,584,"21,1","7,2","23,9","2,3","48,2","58,8","7,0",2.429,"53,0"
11,2004-2005,423,"16,8","5,5","19,2","2,0","35,7","42,9","5,7",2.073,"48,9"
12,2012-2013,421,"16,7","5,6","19,2","2,0","31,4","39,4","5,0",1.993,"47,5"
13,2017-2018,379,"16,2","4,9","17,4","1,9","26,7","40,5","4,6",1.770,"47,2"
14,Procesados,,,,,,,,,,
15,1996-1997,634,"22,9","4,8","15,9","1,6","3,8","4,6","0,5",1.081,"23,6"
16,2004-2005,589,"23,4","5,0","17,5","1,8","2,5","3,0","0,4",1.029,"24,3"
17,2012-2013,561,"22,2","5,6","19,3","2,0","2,3","2,8","0,4",955,"22,8"
18,2017-2018,492,"21,0","5,3","19,0","2,1","2,1","3,2","0,4",815,"21,7"
19,Ultraprocesados,,,,,,,,,,
20,1996-1997,508,"18,3","7,0","23,2","2,3","30,0","36,6","4,3",701,"15,3"
21,2004-2005,660,"26,2","9,4","32,9","3,4","45,0","54,1","7,2",866,"20,4"
22,2012-2013,695,"27,5","9,9","33,9","3,5","46,0","57,7","7,3",975,"23,2"
23,2017-2018,666,"28,5","10,4","37,1","4,0","37,2","56,3","6,4",923,"24,6"
24,Total,,,,,,,,,,
25,1996-1997,2.773,,30,,"9,8",82,,"11,8",4.580,
26,2004-2005,2.517,,28,,"10,2",83,,"13,2",4.242,
27,2012-2013,2.529,,29,,"10,4",80,,"12,6",4.194,
28,2017-2018,2.336,,28,,"10,8",66,,"11,3",3.754,
