,0,1,2,3,4,5,6,7,8,9,10,11
0,,2010,2011,2012,2013,2014,2015,2016,2017,2018b,2019c,2020c
1,Iran(Islamic Republicof),10.1,20.6,26.5,39.3,17.2,13.7,8.6,10.5,28.8,34.9,22.8
2,Maldives,6.1,11.3,10.9,3.8,2.1,1.0,0.5,2.7,1.6,2.5,3.0
3,Nepal,9.3,9.2,9.5,9.0,8.4,7.9,8.8,3.2,4.3,5.3,5.1
4,Pakistan,13.9,11.9,9.7,7.7,7.2,2.5,3.8,4.1,4.8,7.3,6.1
5,Sri Lanka,6.2,6.7,7.5,6.9,3.2,3.8,4.0,7.7,5.0,4.7,5.1
6,East and South Asia,6.8,10.8,12.2,18.1,10.2,9.0,5.4,6.2,12.5,15.0,10.6
7,net fuel exporters,,,,,,,,,,,
8,East and South Asia,4.5,5.9,3.7,3.7,2.7,1.9,2.2,1.9,2.5,2.8,2.9
9,net fuel importers,,,,,,,,,,,
10,Western Asia,4.8,4.9,5.0,5.2,4.3,4.1,4.0,3.9,6.3,4.5,4.7
11,Net fuel exporters,3.1,4.1,2.7,2.6,2.4,2.1,2.0,0.3,2.2,1.9,2.2
12,Bahrain,2.0,-0.4,2.8,3.3,2.6,1.9,2.7,1.4,2.8,3.1,3.0
13,Iraq,2.9,5.8,6.1,1.9,2.2,1.4,0.5,0.2,0.4,1.1,1.6
14,Kuwait,4.5,4.8,3.3,2.7,3.1,3.7,3.5,1.5,0.5,2.1,3.4
15,Oman,3.2,4.0,2.9,1.0,1.0,0.1,1.1,1.6,1.1,1.3,1.5
16,Qatar,-2.4,2.0,1.8,3.2,3.4,1.8,2.7,0.4,0.5,2.9,4.4
17,Saudi Arabia,5.3,5.8,2.9,3.5,2.2,1.3,2.0,-0.9,2.9,1.8,2.0
18,United Arab Emirates,0.9,0.9,0.7,1.1,2.3,4.1,1.6,2.0,3.7,1.7,1.2
19,Yemen,11.2,19.5,9.9,11.0,8.1,23.9,11.9,12.4,13.7,13.4,12.3
20,Net fuel importers,7.0,6.0,8.2,8.7,6.8,6.7,6.9,8.8,11.8,8.1,8.1
21,Israel,2.7,3.5,1.7,1.6,0.5,-0.6,-0.5,0.2,0.9,1.6,1.7
22,Jordan,4.8,4.2,4.5,4.8,2.9,-0.9,-0.8,3.3,4.5,2.3,1.5
23,Lebanon,4.0,5.0,6.6,4.8,1.9,-3.7,-0.8,4.4,4.3,1.4,0.8
24,State of Palestine,3.7,2.9,2.8,1.7,1.7,1.4,-0.2,0.2,0.1,1.0,1.7
25,Syrian Arab Republic,4.4,4.8,36.7,82.9,10.3,32.7,45.7,20.7,4.3,13.6,16.8
26,Turkey,8.6,6.5,9.0,7.5,8.9,7.7,7.7,11.1,16.1,10.2,10.0
27,Latin America and the Caribbeand,6.1,6.9,6.4,6.8,8.8,7.9,9.8,6.1,6.7,6.7,5.3
28,South Americad,6.8,7.9,7.2,7.9,10.8,10.0,12.5,6.4,7.6,7.8,5.9
29,Argentina,22.1,19.9,21.0,24.5,41.7,23.6,41.0,24.3,33.0,32.0,19.5
30,Bolivia (Plurinational State of),2.5,9.9,4.5,5.7,5.8,4.1,3.6,2.8,2.3,3.0,3.4
31,Brazil,5.0,6.6,5.4,6.2,6.3,9.0,8.7,3.4,3.7,4.1,4.0
32,Chile,1.4,3.3,3.0,1.9,4.4,4.3,3.8,2.2,2.4,2.9,2.7
33,Colombia,2.3,3.4,3.2,2.0,2.9,5.0,7.5,4.3,3.2,3.1,3.0
34,Ecuador,3.6,4.5,5.1,2.7,3.6,4.0,1.7,0.4,0.0,1.3,1.7
35,Paraguay,4.7,8.3,3.7,2.7,5.0,3.1,4.1,3.6,4.1,4.0,4.2
36,Peru,1.5,3.4,3.7,2.8,3.2,3.6,3.6,2.8,1.2,2.0,2.4
37,Uruguay,6.7,8.1,8.1,8.6,8.9,8.7,9.6,6.2,7.6,7.5,6.7
38,Venezuela(Bolivarian Republic of,28.2,26.1,21.1,40.6,62.2,121.7,254.9,250.0,...,...,...
39,Mexico and Central America,4.1,4.3,4.2,3.7,3.8,2.5,2.9,5.5,4.6,4.1,3.8
40,Costa Rica,5.7,4.9,4.5,5.2,4.5,0.8,0.0,1.6,2.3,2.9,2.8
41,Cuba,0.5,11.1,5.6,0.2,1.4,1.8,6.9,5.2,6.4,5.3,4.4
42,Dominican Republic,6.3,8.7,3.6,4.7,3.1,0.8,1.6,3.3,3.9,3.8,3.8
43,El Salvador,0.9,5.1,1.7,0.8,1.1,-0.7,0.6,1.0,1.2,1.4,1.5
44,Guatemala,3.9,6.2,3.8,4.3,3.4,2.4,4.4,4.4,4.3,4.0,3.8
45,Haiti,5.7,8.4,6.3,5.9,4.6,9.0,13.8,14.7,13.4,12.6,11.5
