,0,1,2,3,4
0,,Fish Powder(n=118,Fish Powder(n=118,Sorghum Powder(n=117,Sorghum Powder(n=117
1,Characteristic,MeanSD,Range,MeanSD,Range
2,Infants,,,,
3,Gender,,,,
4,Male,63 (53.4),,62 (53.0),
5,Female,55 (46.6),,55 (47.0),
6,Gestation age (weeks),38.4  1.1,37.0-44.0,38.2  1.0,36.0-41.0
7,Number of low-birth-weight infants S,1 (0.9),,1 (0.9),
8,Age (months),6.6  0.5,5.97.9,6.6  0.5,6.0-7.9
9,Infant still being breastfed,118 (100),,117 (100),
10,Age of solid food introduction (months),5.2  0.5,3.06.0,5.1  0.6,1.0-6.0
11,Anthropometry,,,,
12,Birth weight (kg),3.2 0.4,2.14.6,3.1  0.4,2.4-4.0
13,Weight (kg),6.9  0.9,5.7-9.9,6.7  0.7,5.29.6
14,Length (cm),62.3  2.7,58.6-72,61.51.7,57.3-66.5
15,Head circumference (cm),41.4 1.8,39-45.1,44.3  34.9,39.3-44.9
16,Mid upper arm circumference (cm),13.2  0.6,12.5-14.9,13.1  0.6,11.5-15.5
17,Anthropometry classifications,,,,
18,Stunting t,88 (74.6),,96 (82.1),
19,Underweight ,23 (19.5),,27 (23.1),
20,Wasting ,0 (0.0,,0 (0.0),-
21,Overweight,119.3,,9 (7.7),
22,Length-for-age z-score (LAZ),2.511.12,4.41.2,2.71 0.87,4.5-0.7
23,Weight-for-age z-score (WAZ),-1.11.0,2.71.9,1.40.9,-3.0-1.2
24,Weight-for-length z-score(WLZ,0.7  0.8,1.04.4,0.6  0.9,1.84.4
25,Head-circumference-for-age z-score (HCZ),-1.41.1,1.41.1,1.7  1.0,3.41.1
26,Mothers,118.0 (50.4),,116.0 (49.6),
27,Age (years),28.71  6.7,18.145.8,29.5  6.3,17.442.6
28,Anthropometry,,,,
29,Weight (kg),49.9  3.6,40.561.2,49.7  3.6,39.563.0
30,Height (m),1.50.1,1.4-1.6,1.50.0,1.4-1.7
31,BMI (kg/m2) v,22.6  1.5,18.126.7,22.5  1.5,17.926.9
32,Maternal stunting (%) +,71 (60.2),,70 (60.3),
33,Number of births,3.3  1.9,1.0-8.0,3.6  1.8,1.0-8.0
34,Family size,5.4  1.9,3.0-10.0,5.61.9,3.0-10.0
35,Marital status,,,,
36,Single,5.0 (4.0),-,3.0 (2.6),
37,Married,110.0 (93.0),-,113.0 (97.4),
38,Divorced,3.0 (3.0),,0.0 (0),
39,Education level,,-,,-
40,No formal education,18.0 (15.3),-,12.0 (10.4),-
41,Primary level,64.0 (54.2),,85.0 (73.2),-
42,Secondary level,36.0 (30.5),,19.0 (16.4),
