,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Variable,Control,,,1.535% BCAA,1.535% BCAA,,3.07% BCAA,3.07% BCAA,,Pooled,P-value,,
1,,d 3,d 15,d 29,d 3,d 15,d 29,d 3,d 15,d 29,SEM,Treatment,Day,TxD
2,Ala,27.8,15.2,14.6,29.0,20.1,18.4,29.7,19.6,18.8,1.9,0.015,<0.001,0.690
3,Arg,15.0,7.48,7.30,17.0,13.7,13.1,19.6,16.4,15.5,1.5,<0.001,<0.001,0.961
4,Asp + Asn,33.8,20.0,19.2,36.1,26.5,22.4,37.3,30.8,27.2,2.1,<0.001,<0.001,0.159
5,Cys,6.82,3.22,3.08,7.02,3.48,3.35,7.56,3.89,3.73,0.50,0.030,<0.001,0.975
6,Glu +Gln,76.2,43.7,41.1,81.7,49.2,47.1,86.9,55.8,54.7,4.6,< 0.001,<0.001,0.353
7,Gly,19.3,9.48,9.21,20.7,9.85,9.64,21.5,10.2,9.73,1.2,< 0.001,<0.001,0.892
8,His,9.09,5.33,5.26,10.5,5.67,5.48,11.2,5.84,5.66,0.78,<0.001,<0.001,0.937
9,le,19.6,11.8,11.0,21.1,13.0,12.6,23.6,14.8,13.9,1.8,<0.001,<0.001,0.975
10,eu,42.7,26.5,25.3,44.8,26.0,25.2,46.3,27.3,26.8,3.1,<0.001,<0.001,0.876
11,-ys,36.3,24.1,23.2,39.5,26.6,24.8,40.7,28.1,25.1,2.3,0.001,<0.001,1.00
12,Met,9.90,6.18,5.97,10.6,6.77,6.34,11.3,6.98,6.56,0.70,<0.001,<0.001,0.413
13,Phe,15.8,9.83,9.45,16.7,10.4,10.1,17.2,11.5,10.8,1.1,< 0.001,<0.001,0.827
14,Pro,42.1,32.8,31.2,44.6,35.6,34.5,46.8,37.2,36.0,3.7,<0.001,0.001,0.998
15,Ser,31.6,16.8,15.3,33.0,18.2,16.1,33.8,19.7,18.3,2.5,<0.001,<0.001,0.947
16,Thr,24.6,14.1,12.7,26.1,14.9,13.7,27.3,15.6,14.1,1.9,<0.001,<0.001,0.945
17,Trp,6.01,3.32,3.18,6.57,3.58,3.39,6.65,3.79,3.54,0.26,<0.010,<0.001,0.702
18,Tyr,18.7,11.9,10.6,19.2,12.4,11.4,20.7,13.5,12.0,1.5,0.001,<0.001,0.946
19,/al,27.8,15.2,14.4,30.3,16.8,16.0,32.5,17.4,16.1,2.1,0.001,<0.001,0.296
