,0,1,2,3,4,5,6,7,8
0,,Baseline,,24 Weeks,,,36 Weeks,, p Value
1,Parameters,WSS (N = 79),BSS (N = 72),,WSS (N = 74),BSS (N = 70),WSS (N =71),BSS (N = 68),
2,25OHD (ng/mL),19.8  4.33,6.98  1.91,,41.2  2.58,22.7  5.09,46.3  3.42,44.9  2.45,<0.001
3,"1,25(OH)2D (pg/mL)",29.9  7.51,44.3  3.55,,49.7  5.32,82.6  3.77,56.2  5.08,95.8  2.09,<0.001
4,eGFR (mL/minper1.73 m2),48.2  2.31,45.4  2.29,,49.7  5.32,55.1  5.22,58.7  4.11,61.9  2.72,<0.001
5,S-Creatinine(umol/L),16819,221  27,,154  44,178  22,137  25,144  13,<0.001
6,U-Creatinine (mmol/L),10.9  2.11,14.8  2.17,,13.1  2.08,20.5  1.88,16.7  3.11,25.1  2.09,<0.001
7,S-Creatinine-BMIratio,5.97  1.22,6.84  1.71,,5.25  2.33,5.57  2.07,4.76  2.45,5.34  1.87,<0.001
8,S-Uricacid (mol/L),404  36,441  22,,360  22,374  31,289  24,311  55,<0.001
9,U-Uricacid (mmol/24 h),2.45  0.66,2.71  0.45,,2.62  0.88,3.05  0.14,2.95  0.43,3.49  0.27,<0.001
10,S-Ca (mmol/L),2.32  0.62,2.200.33,,2.40  0.17,2.66  0.88,2.55  0.27,2.77  0.19,<0.02
11,U-Ca (mmol/24 h),41.4  3.41,25.2  4.33,,48.7  5.09,33.5  1.18,1.39  0.31,38.9  3.51,<0.02
12,iCa (mmol/L),1.17  0.15,1.30  0.25,,1.19  0.22,1.43  0.19,1.39  0.31,1.52  0.15,<0.02
13,S-Alb (mol/L),595  44,580  33,,632  55,649  23,747  31,785  27,<0.001
14,U-Alb(mg/24 h),40.5  7.11,54.8  3.27,,31.2  1.31,37.8  2.09,28.3  4.07,31.4  3.18,<0.001
15,ApoproteinA1 (umol/L),42.4  2.17,41.1  3.66,,43.8  1.98,44.9  2.72,45.1  5.09,47.2  3.54,<0.001
16,ApoproteinB100 (mol/L),35.9  5.83,38.3  7.15,,32.7  1.33,34.3  2.17,31.7  1.89,30.1  1.74,<0.02
17,ApoB100-ApoA1ratio,0.846  0.06,0.931  0.07,,0.746  0.02,0.763  0.05,0.744  0.05,0.637  0.02,<0.01
18,Lp(a) (nmol/L),78.5  4.10,94.5  3.27,,77.5  3.71,91.1  1.22,76.9  1.87,18.3  1.09,0.401
19,tHcy (mol/L),17.2  2.52,21.1  3.31,,16.1  1.54,18.8  1.27,15.8  2.32,18.3  1.09,0.711
