,0,1,2,3,4,5,6
0,PFAS,Tertile of PFAS concentrations,Tertile of PFAS concentrations,,p value for trend,HR per doublinga,p value
1,,Tertile 1,Tertile 2,Tertile 3,,,
2,n-PFOA,,,,,,
3,"Range, ng/mlb",<3.2,3.3-5.0,5.1-56.5,,,
4,No. cases/person-years,29/5699,28/5646,45/5659,,,
5,Base modelc,Ref,"1.11 (0.78,1.58)","1.61(1.16,2.23)",0.003,"1.11(0.95,1.30",0.19
6,Full modeld,Ref,"1.00 (0.70, 1.43)","1.671.21,2.31",0.001,"1.10 (0.94, 1.29)",0.24
7,PFNA,,,,,,
8,"Range, ng/mlb",<0.4,0.5-0.7,0.8-5.0,,,
9,No. cases/person-years,30/5256,40/6774,32/4975,,,
10,Base modelc,Ref,"1.13 (0.82,1.55)","1.05(0.75,1.48)",0.80,"1.02(0.88,1.18)",0.80
11,Full modeld,Ref,"1.26(0.91,1.73","1.34 (0.95,1.90)",0.10,"1.11 (0.96, 1.28)",0.14
12,PFHxS,,,,,,
13,"Range, ng/mlb",<1.1,1.2-1.9,2.046.5,,,
14,No. cases/person-years,28/5708,29/5820,45/5478,,,
15,Base modelc,Ref,"0.90 (0.63, 1.29)","1.48 (1.07, 2.05)",0.008,"1.04 (0.93, 1.16)",0.50
16,Full modeld,Ref,"0.90 (0.63, 1.28)","1.581.13,2.21)",0.003,"1.07(0.96,1.20",0.20
17,Total PFOS,,,,,,
18,"Range, ng/ml",2.019.6,19.7-30.2,30.3-376.0,,,
19,No. cases/person-years,27/5710,31/5704,44/5591,,,
20,Base modelc,Ref,1.01 (0.71-1.43),1.39(1.01-1.93),0.03,"1.20 (1.04, 1.40)",0.01
21,Full modeld,Ref,"0.87(0.61,1.24","1.25(0.90,1.74",0.11,"1.22 (1.05, 1.43)",0.01
22,n-PFOS,,,,,,
23,"Range, ng/ml",1.4-13.8,13.9-21.0,21.1-250.0,,,
24,No. cases/person-years,28/5757,28/5677,46/5570,,,
25,Base modelc,Ref,"0.91 (0.64, 1.29)","1.33(0.97,1.83)",0.05,"1.191.03, 1.38)",0.02
26,Full modeld,Ref,"0.83 (0.58, 1.19)","1.16 (0.84, 1.61)",0.28,"1.22 (1.04, 1.42)",0.01
27,Sm-PFOS,,,,,,
28,"Range, ng/mlb",<5.3,5.4-9.1,9.2-126.0,,,
29,No.cases/person-years,28/5621,31/5880,43/5504,,,
30,Base modelc,Ref,"1.18 (0.84, 1.66)","1.511.08,2.11",0.01,"1.151.01,1.31",0.04
31,Full modeld,Ref,"0.97 (0.68, 1.38)","1.36(0.97,1.90",0.05,"1.14 (0.99, 1.31)",0.06
32,MeFOSAA,,,,,,
33,"Range, ng/mlb",<1.0,1.1-1.9,2.011.5,,,
34,No. cases/person-years,22/5457,28/5975,52/5572,,,
35,Base modelc,Ref,"1.24 (0.84, 1.83)","1.96 (1.35,2.84)",0.0001,"1.23 (1.07, 1.41)",0.003
36,Full modeld,Ref,"1.21 (0.82, 1.79)","1.85 (1.28, 2.67)",0.0004,"1.231.07,1.42",0.004
37,EtFOSAA,,,,,,
38,"Range, ng/mlb",<0.7,0.8-1.6,1.7-112.5,,,
39,No.cases/person-years,27/5574,34/5859,41/5573,,,
40,Base modelc,Ref,"1.24(0.89,1.73)","1.20(0.85,1.70",0.33,"1.11 (1.01, 1.23)",0.03
41,Full modeld,Ref,"1.05 (0.75, 1.48)","0.91 (0.64, 1.28)",0.50,"1.07 (0.97, 1.19)",0.19
42,"Sum of n-PFOA,PFNA,PFHxS,total PFOS","Sum of n-PFOA,PFNA,PFHxS,total PFOS",,,,,
43,"Range, ng/ml",2.2-25.5,25.6-38.7,38.8-431.3,,,
44,No.cases/person-years,24/5735,31/5686,47/5584,,,
45,Base modelc,Ref,"1.27 (0.89, 1.82)","1.75 (1.26, 2.45)",0.0008,"1.20(1.02,1.40)",0.02
46,Full modeld,Ref,"1.06 (0.73, 1.52)","1.64 (1.17, 2.31)",0.002,"1.22 (1.04, 1.44)",0.02
