,0,1
0,,g1Ao-9V/byLosgbrorJg):1
1,aalwldJgbrolobslgoCumii:as.calaaamlg,KB-rorclyjabyjaO1osoa
2,,KB-rr KB-ro slj   KB-ov
3,[r]wowsyyxispsh,L s1aCgWmb ueW j1KB-ror KB-o
4,,Jybro Wl slyg dlwl pH L mbueLmas
5,w 3gL oLes g (wys TAV-N1F) Ca osL cpLy1,
6,O>gbjl Sa[TA] wa1YLAxpFrN{-E109),intir xWIuy JWI Jgbr ub1gosgbu.(r Jg)
7,,=:s1: [A]y1o/1-1V/rV1[ro]y51V-1o
8,,UJIS iv1i-r/A JWx JyaS ox cJWi cLywyj
9,,CwlJsblwya>claogs.[ro]cwlou
10,G:Lj5lL[r[] Wm6 CvL Uyc WLwI aKJb yJ oLi,wb olgoas ouy1js.CmlyU1JL lw1b llg
11,,LoggeulbyrogibaaalgJyb
12,gkmgogcmjlxaal,
13,,p5y1 s1 mb usW ogbu .[r] 1s owSe
14,ewpHgcxwJgb,N1-9.1A9/-1o/Ajigb
15,,.[19aE]CwlouyJ;5
16,,CmlcaluSyojls9jaaagamb
17,"CIs oW 5""JXsLwyj.[jo] yIVNg oAE",
18,,KB-r LgKB-1ov wW(r j1xa)sLjL=aLl
19,9 CSayW1 xWy slx KB-ii9gKB-1r7,C1J 9 j si s1xKB-ior 3 KB-rri
20,,SgojL slxl11 j1ambueW a ol Cas
