,0,1,2,3,4,5
0,Type of compound,Compound,Fruit/juice,Origin,Variety,Reference
1,Procyanidins,Procyanidin A2/B1/B2,Vitis labrusca GJ,Sao Francisco,Isabel Precoce,Obon et al.2011
2,,,Hybrid GJ,"Valley, Brazil","BRS Cora, BRS",Cosme et al. (2018)
3,,,,,Violeta,
4,Flavan-3-ols,(+)-Catechin,Vitis labrusca GJ,,Isabel Precoce,
5,,,Hybrid GJ,,"BRS Cora, BRS",
6,,,,,Violeta,
7,,,Vitis vinifera L.GJ,,,
8,,(-)-Epicatechin,Vitis labrusca GJ,Sao Francisco,Isabel Precoce,
9,,-)-Epicatechin gallate,Hybrid GJ,"Valley,Brazil","BRS Cora, BRS",
10,,(--Epigallocatechin,,,Violeta,
11,,Proanthocyanidins dimer,GJ unknown origin,,,Xu et al.(2011)
12,Flavonols,,,,,
13,Quercetin,Quercetin,Vitis vinifera GJ,Sao Francisco,Tempranillo,Natividade et al.(2013
14,,,Vitis labrusca GJ,"Valley, Brazil",BRS Cora,Cosme et al.2018
15,,,unknown origin,,,
16,,,GJ unknown origin,,,Xu et al. (2011)
17,,Rutinquercetin-O,Vitis labrusca GJ,Sao Francisco,"Isabel Precoce,BRS",Cosme et al.2018
18,,"rutinoside""",,"Valley, Brazil",Cora,
19,,,Hybrid GJ,Sao Francisco,BRS violeta,
20,,,,"Valley, Brazil",,
21,,,Vitis vinifera GJ,Sao Francisco,"Tempranillo, Syrah.",Natividade et al.2013
22,,,,"Valley,Brazil",Alicante Bouschet,
23,,,GJ unknown origin,,,Xu et al.2011
24,,Quercetin-O-galactoside/,GJ unknown origin,,,Xu et al.2011
25,,glucoside/acetyl,,,,
26,,glucoside,,,,
27,Kaempferol,Kaempferol-3-0.,GJ unknown origin,,,Xu et al. (2011)
28,,galactoside,,,,
29,,Kaempferol-3-0-,Vitis labrusca GJGJ,Sao Francisco,"Isabel Precoce,BRS",Natividade et al.2013
30,,glucoside,,"Valley, Brazil",Cora,
31,,,Vitis vinifera GJGJ,,"Syrah, Alicante",
32,,,,,Bouschet,
33,,,GJGJ unknown origin,,,Xu et al.2011
34,Isorhamnetin,Isorhamnetin-3-O-,Vitis labrusca GJ,Sao Francisco,"Isabel Precoce,BRS",Cosme et al. (2018
35,,glucoside,,"Valley, Brazil",Cora,
36,,,Hybrid GJ,,BRS violeta,
37,,,Vitis vinifera GJ,,"Tempranillo, Syrah,",Obon et al.2011
38,,,,,Alicante Bouschet,
39,,,GJ unknown origin,,,Xu et al.2011
40,Myricetin,Myricetin-glucuronosyl/,GJ unknown origin,,,Xu et al.2011
41,,glucosyl/galactosyl,,,,
42,,Myricetin,Vitis labrusca GJ,Sao Francisco,Isabel PrecoceBRS,Cosme et al. (2018)
43,,,,"Valley,Brazil",Cora,
44,,,Hybrid GJ(V,,BRS violeta,
45,,,labruscaV.vinifera,,,
46,,,Vitis vinifera GJ,,"Tempranillo, Syrah.",Natividade et al.2013
47,,,,,Alicante Bouschet,
48,,,GJ unknown origin,,,Xu et al. (2011)
