,0,1,2,3,4,5,6,7,8,9,10
0,,,Total,,,BSD,,,TS,,
1,Characteristics,n,,%,n,,%,n,,%,p Value 1
2,Rural,133,,41.4,67,,43.8,66,,39.3,
3,Urban,188,,58.6,86,,56.2,102,,60.7,
4,Characteristics,Mean,,SD,Mean,,SD,Mean,,SD,p Value 1
5,Age (years),9.12,,0.63,9.25,,0.59,9.00,,0.63,<0.001
6,Parental income (CAD),"72,394",,"35,939","60,424",,"30,959","83,296",,"36,766",<0.001
7,School food environment score 3,5.7,,1.2,6.6,,0.9,5.0,,0.8,<0.001
8,Food neophobia score 4,11.4,,4.3,11.3,,4.4,11.5,,4.3,0.78
9,BMI Z-Score,0.6,,1.4,0.8,,1.5,0.5,,1.3,0.09
10,Social Risk Index 5,0.2,,0.4,0.3,,0.3,0.1,,0.4,<0.001
