,0,1,2
0,Volatile Aromatic Compound,Functional Group,Aroma *
1,Propionic anhydride,Anhydride,Pungent
2,Diethyl ketone,Ketone,Ethereal/Acetone
3,3-Hexenal,Aldehyde,Green/Leafy/Apple/Melon
4,2-Hexenal,Aldehyde,Green/Almond/Leafy/Apple/Plum
5,"2-(1,1-dimethylethyl)-Cyclobutanone",Cyclic Ketone,NR
6,Trans-3-hexenol,Alcohol,Green/Leafy/Floral/Oily/Earthy
7,Bicyclobutane,Cycloalkane,NR
8,"Heptane, 4-methylene-",Hydrocarbon/Alkene,NR
9,"3-Ethyl-1,5-octadiene Isomer I",Hydrocarbons/Alkadiene,Musty
10,"3-Ethyl-1,5-octadiene Isomer II",Hydrocarbons/Alkadiene,Musty
11,"3-Ethyl-1,5-octadiene Isomer III",Hydrocarbons/Alkadiene,Musty
12,Ethyl(E)-hex-3-enyl carbonate,Carbonate ester,NR
13,D-Limonene,Monoterpene,Citrus/Orange/Fresh/Sweet
14,"1,2,3-Trimethylcyclohexane",Cycloalkane,NR
15,1-Undecanol,Alcohol,Waxy/Fresh/Rose/Soapy/Citrus
16,2-(4-methylphenyl)-Indolizine,Heterocyclic aromatic,NR
