,0,1,2,3,4,5,6,7,8,9,10,11
0,Study site,"Age,","UIC,g/L",,Tg(g/L),,Iodized salta,Salt iodine,"Breastfed, %",BMICg/L,Main dietary iodine,References
1,,mo,,,,,,"concentration,",,,sources,
2,,,,,,,,mg/kg,,,,
3,,,Value,No.,Value,No.,,,,,,
4,"Amizmiz,",6-24,48 (31-79)b,220,62.0 (43.0-84.2)c,228,Not widely,NA,98,26 (18-43) (112),Breast milk,(121)
5,Morocco,,,,,,available,,,,,
6,"Soma, Gambia",6-24,98 (61-178),93,52.3 (41.671.7)c,92,Not widely,NA,100,"39 (30, 57) (359)",Breast milk,(121)
7,,,,,,,available,,,,,
8,"National,",6-12,98 (54-160),507,NA,NA,Voluntary (20,19.8 (15.1-33.0),6/12 mo 57/18,49 (35-67),"Breast milk, infant",(203)
9,Switzerland,,,,,,mg/kg),,,,formula,
10,"National,",18,129 (81-190),416,NA,NA,Not widely,NA,10,68 (45-98) (247),"Cow's milk, dairy",(360)
11,Norway,,,,,,available,,,,products and infant,
12,,,,,,,,,,,formula,
13,"Dipolog City,",6-24,152 (92-266),105,30.6 (19.3-41.6)c,53,"Mandatory,but NA","Mandatory,but NA",NA,NA,"Breast milk, infant",(121)
14,Philippines,,,,,,not widely,,,,formula,
15,,,,,,,available at,,,,,
16,,,,,,,study site,,,,,
17,,,,,,,(30-70 mg/,,,,,
18,LinfenChina,7-24 205 (182-235),7-24 205 (182-235),368,26.3 (12.3-44.4)c,173,Mandatory (25 25.2 (23.3-28.0),Mandatory (25 25.2 (23.3-28.0),39,"176 (116, 251)","Breast milk, infant",(314)
19,,,,,,,mg/kg),,,,"formula, salt added",
20,,,,,,,,,,,to complementary,
21,,,,,,,,,,,foods,
22,"Henan Province,<24218","Henan Province,<24218","Henan Province,<24218",13 598 NA,13 598 NA,NA,Mandatory(30 NA,Mandatory(30 NA,NA,NA,"Breast milk, infant",(210)
23,China,,,,,,mg/kg),,,,"formula,",
24,,,,,,,,,,,complementary,
25,,,,,,,,,,,foods,
26,"Zagreb, Croatia",7-24249 (169-329)46,7-24249 (169-329)46,7-24249 (169-329)46,24.9 (10.4-37.6)c,40,Mandatory (25 23.8 (22.1-26.0)74,Mandatory (25 23.8 (22.1-26.0)74,,125 (91-184),"Breast milk, infant",(314)
27,,,,,,,mg/kg),,,,"formula, salt added",
28,,,,,,,,,,,to complementary,
29,,,,,,,,,,,foods,
30,Dande Health,9-18,222 310d,22 380 27.2-33.2 26.1e,22 380 27.2-33.2 26.1e,237 83 Mandatory(30 37(5-86),237 83 Mandatory(30 37(5-86),237 83 Mandatory(30 37(5-86),100,NA,"Breast milk, some",(361)
31,"District,",,,,,,mg/kg),,,,salt added to,
32,Burkina Faso,,,,,,,,,,complementary,
33,,,,,,,,,,,foods (18 mo),
34,"Tuguegarao,",7-24,353 (330-397),376,NA,NA,Mandatory (30- 26.0 (14.6-36.6)65,Mandatory (30- 26.0 (14.6-36.6)65,,189 (137-260),"Breast milk, infant",(314)
35,Philippines,,,,,,70 mg/kg),,,,"formula, salt added",
36,,,,,,,,,,,to complementary,
37,,,,,,,,,,,foods,
