,0,1,2,3,4,5,6,7,8
0,Food intake levels,Alzheimer's disease,Alzheimer's disease,,,Vascular dementia,Vascular dementia,,
1,,Number of,Age-and,Hazard ratio (95% CI),Hazard ratio (95% CI),Number of,Age-and,Hazard ratio (95% CI),
2,,events/PYs,incidence,Age- and sex-,Multivariable-,events/PYs,incidence,Age-and sex-,Multivariable-
3,,,per 103PYs),adjusted,"adjustedb,c",,per 103PYs),adjusted,"adjusted b,c"
4,Vegetable,,,,,,,,
5,Q1 (M111;W135,75/3576,20.9,1.00 (reference),1.00 (reference),35/3576,10.3,1.00 (reference),1.00 (reference)
6,Q2M112-151W136-189,72/3841,18.0,"0.77 (0.55, 1.06)","0.75 (0.54, 1.05)",40/3841,10.9,"1.01 (0.64, 1.59)","1.16 (0.73, 1.84)"
7,Q3(M:152-205;W:190-250),64/3754,16.2,"0.72 (0.52, 1.01)","0.73 (0.52, 1.03)",37/3754,10.1,"0.94 (0.59, 1.49)","1.16 (0.72, 1.86)"
8,Q4M206;W251,75/3981,18.0,"0.71 (0.52, 0.98)","0.69 (0.49, 0.98)",32/3981,8.3,"0.75 (0.46, 1.21)","0.73 (0.44, 1.21)"
9,P-trend,,,0.045,0.049,,,0.21,0.24
10,Fruit,,,,,,,,
11,Q1 (M13;W22),69/3579,19.0,1.00 (reference),1.00 (reference),44/3579,13.0,1.00 (reference),1.00 (reference)
12,Q2M14-30;W23-46,59/3801,14.8,"0.71 (0.50, 1.01)","0.73 (0.51, 1.04)",38/3801,10.6,"0.77 (0.50, 1.19)","0.79 (0.51, 1.24)"
13,Q3(M:31-56;W47-71,76/3885,18.7,"0.90 (0.65, 1.24)","0.88 (0.63, 1.23)",29/3885,7.6,"0.53 (0.33, 0.85)","0.63 (0.39, 1.02)"
14,Q4 (M: 57;W: 72),82/3887,20.3,"1.00 (0.73, 1.38)","1.03 (0.74, 1.44)",33/3887,8.7,"0.62 (0.39, 0.97)","0.68 (0.43, 1.09)"
15,P-trend,,,0.59,0.56,,,0.01,0.07
