,0,1,2,3,4,5
0,,Almost never,1-2 times/mo,1-2 times/wk,3 times/week/,
1,,,,,Almost daily,
2,Men,,,,,
3,Person-years,"2,02,265","82,965","43,393","24,840",
4,All-cause mortality,,,,,
5,No.of death,2680,883,458,333,
6,Model 17,1.00(ref.,0.85 (0.79-0.92),0.83 (0.75-0.92),0.95 (0.85-1.07),0.001
7,Model 28,1.00 (ref.),0.90 (0.830.97),0.88 (0.800.97),1.02 (0.911.14),0.111
8,Model 33,1.00 (ref.),0.91 (0.84-0.98),0.90 (0.81-0.99),1.04 (0.92-1.17),0.253
9,Cancer mortality,,,,,
10,No.of death,1048,348,191,126,
11,Model 1,1.00 (ref.),0.86 (0.760.97),0.89 (0.76-1.04),0.92(0.77-1.11),0.064
12,Model 28,1.00 (ref.),0.90 (0.79-1.01),0.95 (0.81-1.11),1.00(0.83-1.20,0.473
13,Model 38,1.00 (ref.),0.91 (0.80-1.03),0.97 (0.83-1.14),1.03 (0.851.24),0.791
14,CVD mortality,,,,,
15,No.of death,647,213,112,76,
16,Model 1,1.00 (ref.),0.86 (0.731.00),0.85 (0.691.04),0.90 (0.71-1.14),0.064
17,Model 28,1.00 (ref.),0.92 (0.79-1.08),0.91 (0.74-1.11),0.99 (0.78-1.25),0.448
18,Model3c,1.00 (ref.),0.93 (0.801.09),0.91 (0.75-1.12),0.99 (0.78-1.26),0.488
19,Women,,,,,
20,Person-years,"1,30,658","1,06,634","94,770","64,491",
21,All-cause mortality,,,,,
22,No. of death,987,612,538,385,
23,Model 1,1.00 (ref.),0.89 (0.800.98),0.91 (0.82-1.01),0.88 (0.780.99),0.027
24,Model 28,1.00 (ref.),0.91 (0.82-1.01),0.94 (0.84-1.04),0.91 (0.81-1.03),0.109
25,Model3,1.00 (ref.),0.91 (0.83-1.01),0.94 (0.85-1.05),0.92 (0.81-1.03),0.146
26,Cancer mortality,,,,,
27,No.of death,307,209,177,146,
28,Model 1,1.00 (ref.),0.95(0.80-1.13,0.94(0.78-1.13),1.06(0.87-1.29),0.825
29,Model 28,1.00 (ref.),0.97 80.82-1.16),0.96 (0.80-1.16),1.08 (0.881.32),0.641
30,Model 3c,1.00 (ref.),0.98 (0.821.17),0.97 (0.81-1.18,1.10(0.89-1.34,0.541
31,CVD mortality,,,,,
32,No.of death,262,157,131,95,
33,Model 17,1.00 (ref.),0.89(0.73-1.08),0.88 (0.71-1.08),0.84 (0.67-1.07),0.110
34,Model 28,1.00 (ref.),0.92 (0.75-1.12),0.89 (0.72-1.10),0.86 (0.681.09),0.160
35,Model 3e,1.00 (ref.,0.93 (0.76-1.14),0.91(0.73-1.12,0.87 (0.69-1.11),0.221
