,0,1,2,3,4,5,6
0,,,,HR (95% CI),,Prend,HR (95% CI) for
1,,Q1,Q2,Q3,Q4,,1-SD increment
2,Food sources,,,,,,
3,Plant fat,,,,,,
4,Median,2.68,4.44,6.13,9.2,,
5,Cases/PYs,"55/320,537","53/317,774","74/315,669","70/313,865",,
6,Model1,1.00 (ref.),"0.90 (0.61,1.31)","1.20 (0.84, 1.70)","1.09 (0.77, 1.56)",0.326,"1.00 (0.88, 1.13)"
7,Model 2,1.00 (ref.),"0.89 (0.61, 1.31)","1.18 (0.83, 1.69)","1.04 (0.73, 1.50)",0.480,"0.97 (0.86, 1.10)"
8,Red meat fat,,,,,,
9,Median,2.84,6.45,9.49,15.23,,
10,Cases/PYs,"73/316,187","56/316,055","70/316,976","53/318,627",,
11,Model1,1.00 (ref.),"0.72 (0.50, 1.03)","0.92 (0.65, 1.30)","0.80 (0.56, 1.14)",0.465,"1.01 (0.89, 1.15)"
12,Model2,1.00 (ref.),"0.72 (0.50, 1.04)","0.94 (0.67, 1.34)","0.83 (0.58,1.19)",0.615,"1.02 (0.90, 1.17)"
13,Other fat,,,,,,
14,Median,7.65,11.37,14.91,20.04,,
15,Cases/PYs,"73/312,733","67/316,570","57/318,385","55/320,158",,
16,Model1,1.00 (ref.),"1.01 (0.72, 1.42)","0.96 (0.68, 1.36)","1.00 (0.70, 1.43)",0.933,"0.98 (0.86, 1.12)"
17,Model 2,1.00 (ref.),"1.05 (0.75, 1.48)","1.07 (0.75, 1.54)","1.16 (0.80, 1.69)",0.442,"1.04 (0.91, 1.19)"
