,0,1,2,3,4,5,6,7
0,,,,Men,,,Women,
1,,,Model 1 2,Model 2 2,Model 3 2,Model 1 2,Model 2 2,Model 3 2
2,Fixed effect,Fixed effect,,,,,,
3,CDGI-E scores 1,CDGI-E scores 1,,,,,,
4,,S1,"1.00 (1.00, 1.00) a","1.00 (1.00, 1.00) a","1.00 (1.00, 1.00) a","1.00 (1.00, 1.00) a","1.00 (1.00, 1.00) a","1.00 (1.00, 1.00) a"
5,S2,S2,"1.01 (0.63, 1.61)","0.99 (0.62, 1.58)","1.08 (0.68, 1.72)","0.96 (0.67, 1.39)","0.96 (0.67, 1.39)","0.99 (0.68, 1.42)"
6,,S3,"1.24 (0.79, 1.95)","1.21 (0.77,1.90)","1.25 (0.80, 1.96)","1.05 (0.73, 1.52)","1.04(0.72,1.50)","1.08 (0.75, 1.56)"
7,S4,S4,"0.96 (0.61, 1.52)","0.94 (0.59, 1.49)","0.95 (0.60, 1.50)","1.15 (0.79, 1.67)","1.13 (0.78, 1.64)","1.16 (0.80, 1.68)"
8,S5,S5,"0.85 (0.53,1.36)","0.82 (0.51,1.32)","0.88 (0.55, 1.40)","1.16 (0.79,1.70)","1.14 (0.78, 1.66)","1.29 (0.88, 1.89)"
9,S6,S6,"0.90 (0.56, 1.45)","0.87 (0.54, 1.41)","0.93 (0.58, 1.49)","0.61 (0.41, 0.91) *","0.60 (0.40, 0.89) *","0.62 (0.41, 0.92) *"
10,Random effect,Random effect,,,,,,
11,Level 2 variance-Individual,,"3.16 (2.16, 4.16) ***","2.99 (2.02, 3.96) ***","2.27 (1.45, 3.08) ***","2.33 (1.50, 2.96) ***","2.14 (1.44, 2.85) ***","1.59 (1.00, 2.18) ***"
12,Level 3 variance-Community,,"0.68 (0.19, 1.17)**","0.65 (0.17, 1.12) **","0.47 (0.08, 0.87) **","0.65 (0.04, 0.60) *","0.034 (0.06, 0.61) *","0.27 (0.04, 0.52) *"
