,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,No,Project,Year,Picking method,Num-,Number,3D,Environment,,Harvest rate,Speed,,Damage rate,Issues,Note
1,,,Year,,ber,of cam-,imaging,Modi-,Description,,Single,Overall,,to be,
2,,,,,of,eras,tech-,Description,Description,,Single,Overall,,improved,
3,,,,,arms,,niques,fied,,,arm,,,,
4,4,Baeten-,2007,Suck+rotate+tilt,1,1,Stereo,Not specified,Not specified,80%,8-10 s/fruit,,30%*,Stem,No pericarp
5,,Apple,,,,,(on a,,,,,,(stem pulled,tion,damage
6,,(Baeten,,,,,mov-,,,,,,out),tion,reported
7,,2007),,,,,ing,,,,,,,clusters,
8,,2007),,,,,plat-,,,,,,,clusters,
9,,,,,,,form),,,,,,,han-,
10,,,,,,,,,,,,,,dling,
11,,,,,,,,,,,,,,Effi-,
12,,,,,,,,,,,,,,ciency,
13,,,,,,,,,,,,,,Branch,
14,,,,,,,,,,,,,,inter-,
15,,,,,,,,,,,,,,ference,
16,,,,,,,,,,,,,,han-,
17,,,,,,,,,,,,,,dling,
18,5,Bulanon-,2010,Stem pinch+rotate,1,1*,ToF,Occlusion,Occlusion,90%,7.1 s+/fruit*,7.1 s+/fruit*,N/A,Vision,1 CCD cam-
19,,Apple,,,,,,,reduced,,,,,detec-,era+1laser
20,,Bulanon&,,,,,,,,,,,,tion,ranging sensor
21,,"Kataoka,",,,,,,,,,,,,under,* The 7.1 s
22,,2010,,,,,,,,,,,,occlu-,was only for
23,,,,,,,,,,,,,,sion,end-effector
24,,,,,,,,,,,,,,Effi-,to remove the
25,,,,,,,,,,,,,,ciency,fruit off the tre
26,,,,,,,,,,,,,,End-,
27,,,,,,,,,,,,,,effector,
28,,,,,,,,,,,,,,ability,
