,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,Crude,,,,Energy-adjusted,,,,Percentage of intake,Percentage of intake,Percentage of intake,Percentage of intake,
1,,,24HR,,,FFQ,,24HR,,FFQ,,,24HR,,,FFQ,
2,,,Mean,SE,,Mean,SE,Mean,Mean,Mean,SE,Mean,Mean,SE,Mean,Mean,SE
3,Total,Total,,,,,,,,,,,,,,,
4,,Energy (kcal),2149.3,1.0,1855.2,1855.2,14.4,,,,,,,,,,
5,,Protein (g),78.2,1.0,,64.3,0.6,73.2,60.6,60.6,0.3,,,,,,
6,Fat (g),Fat (g),51.1,0.8,,41.9,0.5,46.0,38.9,38.9,0.3,,,,,,
7,,Saturated fat (g),16.6,0.3,,12.6,0.2,15.0,11.6,11.6,0.1,,,,,,
8,,Carbohydrate (g),308.6,3.1,,300.0,2.2,296.3,289.6,289.6,1.0,,,,,,
9,Fibre (g),Fibre (g),26.1,0.4,,19.1,0.2,25.1,18.3,18.3,0.2,,,,,,
10,Na (mg),Na (mg),3634.0,55.0,3214.4,3214.4,32.5,3435.2,3040.5,3040.5,19.9,-,,,,,
11,MPF,MPF,,,,,,,,,,,,,,,
12,,Energy (kcal),1146.5,13.7,,906.2,8.6,,,,,55.6,55.6,0.5,50.1,,0.4
13,,Protein (g),52.6,0.8,,20.3,0.2,49.4,19.7,19.7,0.2,66.1,66.1,0.5,34.0,,0.3
14,Fat (g),Fat (g),21.9,0.5,,8.7,0.2,19.3,8.2,8.2,0.1,41.7,41.7,0.6,21.4,,0.3
15,,Saturated fat (g),7.6,0.2,,3.8,0.1,6.6,3.5,3.5,0.1,43.8,43.8,0.6,29.5,,0.4
16,,Carbohydrate (g),183.2,2.4,2.4,182.4*,1.8,179.4,178.7*,178.7*,1.5,60.0,60.0,0.6,60.8*,60.8*,0.4
17,Fibre (g),Fibre (g),15.9,0.3,,6.9,0.1,15.4,6.7,6.7,0-1,58.5,58.5,0.6,35.5,,0.4
18,PCI,Na (mg),311.6,7.5,,171.4,3.3,300.4,160.4,160.4,2.5,9.6,9.6,0.2,5.7,,0.1
19,,Energy (kcal),96.9,2.6,,18.2,0.8,,,,,4.4,4.4,0.1,1.0,1.0,0.0
20,,Protein (g),0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,Fat (g),Fat (g),7.5,0.2,,0-1,0.0,6.8,0.0,0.0,0.0,15.1,15.1,0.3,0.1,,0.0
22,,Saturated fat (g),1.2,0.1,,0.0,0.0,1.1,0.0,0.0,0.0,8.2,8.2,0.2,0.2,0.2,0.0
23,,Carbohydrate (g),7.3,0.3,,4.5,0.2,6.9,4.7,4.7,0.2,2.4,2.4,0.1,1.6,1.6,0.1
24,,Fibre (g),0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
25,Na (mg),Na (mg),766.4,30.6,,0.6,0.1,704.3,0.5,0.5,0.1,17.9,17.9,0.4,0.0,0.0,0.0
26,PF,,,,,,,,,,,,,,,,
27,,Energy (kcal),167-0,4.6,,480.3,6.3,,,,,7.9,7.9,0.2,25.3,,0.2
28,,Protein (g),11.5,0.4,0.4,31.2,0.4,10.9,29.0,29.0,0.2,14.5,14.5,0.3,46.6,,0.3
29,Fat (g),Fat (g),6.3,0.3,,20.8,0.3,6.0,19.3,19.3,0.2,13.3,13.3,0.4,49.7,,0.3
30,,Saturated fat (g),1.7,0.1,,4.6,0.1,1.6,4.3,4.3,0.0,11.3,11.3,0.4,38.0,,0.3
31,,Carbohydrate (g),16.7,0.4,0.4,42.1,0.6,16.0,39.2,39.2,0.4,5.7,5.7,0.1,14.0,,0.2
32,Fibre (g),Fibre (g),5.1,0.1,,9.1,0.1,5.0,8.7,8.7,0.1,20.7,20.7,0.4,46.8,,0.3
33,Na (mg),Na (mg),1293.5,23.0,2059.4,2059.4,24.6,1259.5,1962-2,1962-2,17.3,37.7,37.7,0.6,64.2,,0.3
34,UPF,UPF,,,,,,,,,,,,,,,
35,,Energy (kcal),752.1,15.6,,450.5,7.0,,,,,32.8,32.8,0.5,23.6,23.6,0.3
36,,Protein (g),14.5,0.4,0.4,12.7,0.2,13.3,11.8,11.8,0.2,19.8,19.8,0.4,19.4*,19.4*,0.2
37,Fat (g),Fat (g),15.9,0.4,0.4,12.4,0.2,14.8,11.4,11.4,0.2,30.8,30.8,0.6,28.8,,0.3
38,,Saturated fat (g),6.3,0.2,,4.1,0.1,5.9,3.8,3.8,0.1,37.4,37.4,0.6,32.3,,0.3
39,,Carbohydrate (g),103.0,2.5,,70.9,1.1,94.7,66.1,66.1,0.8,32.4,32.4,0.6,23.6,,0.3
40,,Fibre (g),5.3,0.2,,3.2,0.1,4.8,2.9,2.9,0.0,21.3,21.3,0.5,17.7,,0.3
41,Na (mg),Na (mg),1312-2,29.3,,983.1,15.1,1228-6,916.6,916.6,12.9,36.1,36.1,0.5,30-2,,0.3
