,0,1
0,slodgasal-Iyi ezbwysiil,
1,goLa1a5SgaoSlg LodigaCoLJb1s ggo,
2,CcgoucolO9sigoslodggioloHs,
3,,Sa> jI JW UV-B L j1 osbwI oxao C1u
4,-C~x OsSSas UV-BcoSgxL uj1 osLwI,
5,xusoSgx jIosLbw1 S s1 gLa j sldaSsEB sLe,Ugaaowlaslodigaslcgbcmyaobswl
6,owss odSaslodigaydl suoiu1ig1 d,
7,.(rd)Cwl,
8,j1 gsS a w19 gL; 9 Ls :5w97 O1jo,ba1gglggosabw1g1slodigacugb
9,.(r)wmswgojxyglgcapo,sLodg S9 Yww1 Jlac1 j9W Jglw olg:sjs Sg-go jiLe
10,CuaLodgaggUV-BlOLg,(Tda)Cilsaiga J1sog
11,,Osx O jI Ws aEls slgo L gsS Sa:axaw19pH
12,gUV-B LIjwsg1gxsa5 S4,"dolgis.s1,Lodigasuls1goocaobcd1slou"
13,slgoLissSas(9o)alodgasSg,
14,,JLacI gL Lodiga dao ys i5Sa y OsJ Sa
15,CoL O9 j5 Sg-go CugbO1j 9 ou &ym5 dga CoL,gho lol cglJole.ca cx sgo g Cw1 owss
16,,bg gallLdolg1LodigapH gdw
17,d aS CwI Sa 9 CoL O9s joLo g Loa39 W L YL,wbswwlclyjloswlacalowcwlis.cls
18,Ss 1 diga Sw9A 9 oui sj19 ogao JgLw yL>Lw,pH y1ssao caob cgo A.j wwl gg1 ww
19,(rY)ulsaolg,SgZ9 JWs d dS uaw gJTS;j a5yoa Zai 5Lodiga
20,dgax sww1cwob ju> yo d b1 j1: clt,
21,Coiya5aalda1s SapHSLc a L waLyYL,
22,,da1s LojLy aWw1 s SjaL x eaSgx JLac| dS
23,SdwI CwoL JWs d gaL1 Sgz9 aS sS xm8r aigS jxI,x UV-C L UV-B sbL3 xsi saogj yS .C
24,bj1.(19cwlosss5gbouslogeswl;1yL,
25,j gal1 js sg>go owSL>I 9 SauLS1uD CLSy sg-9,u> L pH 9 J5 O9wwI JL aww1 aS sI oLa zL
26,sssouSaogiuslogeaobgowlgs,saog19w1sUV s cossL
27,lau j1 osliw1 oui ouolao atgbd .(N),9ous a1cSxl> 9 UV-C sLogxC1s
28,bo>9(L*)eLa9O|jgg yYLcg Sgw1wuI,"JLL x* UV-C sLogx4S ws5 u*1;5 9 S""XuwLL"
29,,1wloogpHg9
30,,Uwjl osLw1 a5 s1s gLa zW:suxoSm&T cusy
31,-a99g1ssloaxsaosloges1,gLa aS w gsS Sa> gL63uuoL cww UV-B gxyLa
32,,dgL b j1.og Lodga coL 9llw aa bo>owos
33,acwmowyasloaigaAaobJds,Sgs oj> Lodiga zhw bwg bai UV-B gydw1d
34,Ccljylg1g culgaSagbcaobuoladiga,Slodg d S1 Cw wSsa 3go dga CoL O9s d s
35,Py s|go L cwLa js olgS cuoslyJgax iI L ow,sLu1 cago ba 9 ogasai s1g Lodiga J1s s g
36,9 aj1 gusloge sloas1g yla1a  g wal,ogbwslodij9ba1jo1giog5-gsloo
37,(rdor.)cuoslstlodigasaajc,
