,0,1,2,3
0,Bread and Cereals,,Nuts,
1,Wheat germ,8.6 (7.98.9),Pistachio,7.3
2,Quinoa,8.0 (7.0-11.0),Almond,4.1 (4.04.4)
3,Rolled oats,5.8 (4.66.3),Hazelnut,3.8 (3.04.5)
4,Sorghum,5.7,Cashew nut,2.8 (1.83.8)
5,Rice (unpolished),3.2 (2.03.6),Walnut,2.5 (2.03.1)
6,Pasta made with eggs,3.0 (1.04.4),Pecan nut,2.4
7,Wheat flours,2.2 (0.95.2),Coconut,2.3 (2.02.7)
8,Whole wheat bread,2.0 (1.92.0),Peanut roasted,2.3 (2.12.7)
9,Corn flakes,2.0 (1.32.7),Peanut,1.8 (1.85.9)
10,Rice (polished),0.9 (0.6-12.0),Chestnut,1.3 (0.91.7)
11,,,Miscellaneous,
12,,,Honey,1.3 (0.9-2.0)
13,,,(unrefined),(1.08.0)
14,,,Chocolate >40% cocoa,3.2 (2.54.4)
15,,,Baker yeast,3.5 (2.1-4.9)
