,0,1,2,3
0,Variable,*MeanSD(Min-Max,,p-value
1,,Pre/before,Post/after,
2,Anthropometry characteristic,,,
3,Weight (kg),10.61.9(6.5-14.0,10.9  1.9 (7.5-14.4),**0.01
4,Height(cm),85.9  9.9 (62.2-101.6),87.910.0(64.5-104.0),**0.01
5,Z-score(W/A),-2.2  0.8 (-3.8-0.4),-1.651.2-4.5-2.3,**0.01
6,Hemoglobin (g/dL),12.31.6(7.4-14.8,12.21.7 (8.1-14.5,0.42
7,Albumin (g/dL),4.8 0.5 (3.6-6.0),4.9  0.5 (4.0-5.9),0.35
8,Score of balanced nutrition knowledge,"57.0  15,5 (36.4-90.9)",89.4 13.7 (54.6-100),**0.01
9,Score of COVID-19 knowledge,73.713.5(33.3-88.9),81.9 11.8(44.4-88.9),**0.01
10,Macronutrient intake,,,
11,Energy (cal),944.9212.2 (493.0-1393.6),1117.3211.4 (620.0-1434.3),**0.01
12,Carbohydrate (g),115.534.6(52.0-198.7),145.3 33.8 (84.1-211.9),**0.01
13,Protein(g),34.410.3(15.0-57.2),34.6 7.3 (16.8-44.8),0.88
14,Fat(g,37.8  10.5 (16.3-66.0),43.8  9.4 (25.0-60.0),**0.01
15,Micronutrient intake,,,
16,Vitamin C (mg),21.1  23.5 (2.0-87.8),22.0  15.2 (3.963.2),0.87
17,Vitamin E (mg),3.3  3.8 (0.0-22.4),4.8  3.5 (1.6-22.4),**0.01
18,Iron/Fe(g),4.5  2.6 (1.4-11.9),6.0  2.2 (2.0-11.9),**0.01
