,0,1
0,7,
1,1577,
2,AFAO,
3,NHO,
4,proteindigesti,OsanKorea2021
5,ility corrected amino acid scorePDCAAS,SeongnamKorea
6,,2021
7,,2mmchopper
8,FAO/WHO1989,77
9,,3foodproalka
10,100g,lineprotease0.1%55C4
11,"719g717g721g,",".prozyme2000P0.1%,bromelain0.05% pa"
12,6g7,pain0.05%2
13,5,9030
14,]NationalInstituteofAgricultural,84Brix15~20
15,ciences2016,95
16,,NEWPRO 680NEW ASIAAng Mo Kio
17,Jo2021,SingaporeHilmar9410HilmarIngre
18,Koh,dientsMercedCountyCAUSA
19,Y2015,8
20,84,
21,7,AOAC2000
22,,1gKjeltabs
23,carnosineanse,118mL420
24,ineAli2019,"VAPODEST500Gerhardt,Konigswinter,Ger"
25,,many4
26,7,570
27,,AHo
28,Li2012Szczesniak,(HCL]mL-mLMX14.01
29,2014,"g1,000"
30,8%,14.01MHC1F
31,Zhao2020,
32,"Zhang 5,2019",CohenMichaud1993
33,7577,1g6NHCl10mL110C
34,77,22
35,,10uLBoratebuffer70uLAccQ
36,7777,Fluorreagent20uL101
37,Kong52008,55Coven10
38,"6chilling 5,2003;Thielke5,2005.",HPLCWatersAlliance2695fluorescence
39,4788%7,"detector250~395 nmMilfordMA,USA"
40,Chae2012,WatersAccQ-Tagcolumn3.915
41,878,mm.A10%AccQ-Tag
42,,EluentAB60%acetonitrilegradient mode
43,,.Injectionvolume10L
44,,37C1.0mL/min
