,0,1,2,3,4,5
0,,Total,Quartiles of Total Fat Intake,Quartiles of Total Fat Intake,,
1,,,Q1,Q2,Q3,Q4
2,"Males range of fat intake, g/day, Mean (sd), by quartile",55.54 (8.61),14.01-50.08,50.09-55.49,50.50-61.00,60.01-127.37
3,"Females range of fat intake, g/day, Mean (sd), by quartile",55.85 (9.03),16.01-50.13,50.14-56.00,56.01-61.83,61.84-111.32
4,,41 597,10 400,10 399,10400,10 398
5,"Males, N (%)",14 843 (35.7),3711 (35.7),3711 (35.7),3711 (35.7),3710 (35.7)
6,"Age, years, Mean (sd)",51.6 (16.0),52.1 (16.2),51.9 (15.9),51.1(16.0),51.0 (15.9)
7,"Body Mass Index (kg/m2), N (%)",,,,,
8,Underweight-Normal weight (24.9),23 817 (59.9),6047 (60.8),5962 (59.9),5958 (59.9),5850 (59.2)
9,Overweight (25.029.9),13 037 (32.8),3175 (31.9),3283 (33.0),3301(33.2),3278 (33.1)
10,Obese (30.0),2893 (7.3),725 (7.3),714 (7.2),692 (7.0),762 (7.7)
11,"Smoking status, N (%)",,,,,
12,Never,24 625 (64.5),6024 (63.7),6202 (64.8),6282 (65.5),6117 (64.2)
13,Past,10 569 (27.7),2776 (29.3),2681 (28.0),2564 (26.7),2548 (26.7)
14,Current,2966 (7.8),665 (7.0),686 (7.2),752 (7.8),863 (9.1)
15,Coffee IntakeN%,,,,,
16,0 cups/day,4958 (12.1),1452 (14.2),1174 (11.5),1176 (11.5),1156 (11.3)
17,1-2 cups/day,12 248 (30.0),3183 (31.2),3084 (30.1),3074 (30.1),2907 (28.5)
18,3-4 cups/day,16 653 (40.7),3906 (38.3),4329 (42.3),4242 (41.5),4176 (40.9)
19,5 cups/day,7029 (17.2),1668 (16.3),1653 (16.1),1733(17.0),1975 (19.3)
20,"E-Vitamin Intake, mg/day, Mean (sd)",5.23 (1.2),5.36 (1.4),5.19 (1.1),5.15 (1.0),5.21 (1.0)
21,Physical Activity,,,,,
22,2 h/week,6397(15.5,1496 (14.5),1489 (14.4),1624 (15.7),1788 (17.3)
23,3-4 h/week,12 274 (29.7),2986 (28.9),3097 (29.9),3090 (29.9),3101 (30.0)
24,5-6 h/week,9156 (22.1),2309 (22.3),2350 (22.7),2288 (22.1),2209 (21.4)
25,>6 h/week,13 565 (32.8),3557 (34.4),3415 (33.0),3343 (32.3),3250 (31.4)
26,"Education, years N (%)",,,,,
27,13 years,29 214 (71.6),6954 (68.1),7224(70.9),7382 (72.3),7654 (75.1)
28,> 13 years,11 590 (28.4),3251 (31.9),2972 (29.2),2827 (27.7),2540 (24.9)
29,"Energy Intake, kcal/day, Mean (sd) % of Energy Intake,",2038 (534),2012 (530),2068 (522),2064 (530),2008 (552)
30,"Mean (sd,from:",,,,,
31,Fats,25.4 (4.1),20.3 (2.3),24.2 (0.8),26.7 (0.8),30.5 (2.1)
32,Proteins,16.0 (1.9),15.7 (2.2),15.9 (1.9),16.1 (1.7),16.4 (1.8)
33,Carbohydrates,56.6 (4.8),61.9 (3.6),57.9 (2.4),55.3 (2.3),51.4 (3.1)
34,Alcohol,3.7 (5.7),3.8 (7.6),3.6 (5.1),3.6 (5.0),3.6 (4.9)
35,"% of Energy Intake, Mean (sd), from:",,,,,
36,Saturated Fats,11.4 (2.4),8.7 (1.4),10.7 (1.0),12.1 (1.1),14.1 (1.6)
37,Monounsaturated Fats,8.5 (1.5),6.7 (0.9),8.1 (0.6),8.9 (0.6),10.2 (1.0)
38,Polyunsaturated Fats,3.3 (0.6),3.0 (0.5),3.3 (0.5),3.4 (0.5),3.6 (0.6)
