,0,1,2,3
0,,High-oleic sunflower,Soybean,Sunflower/soybean
1,,HOSO,so,"blend85:15,v/v)"
2,,,,OB
3,Free acidity(% oleic acid),0.30.0,0.30.0,0.30.0
4,Peroxide value(meqO/kg),3.80.3,3.0 0.7,3.1 0.5
5,Fatty acid composition (%,,,
6,Palmitic acid,4.690.22,10.870.53,6.010.94
7,Stearic acid,2.97 0.08,3.440.11,3.230.48
8,Oleic acid,82.133.60,26.46  1.19,73.053.68
9,Linoleic acid,7.840.51,52.182.85,14.610.75
10,Linolenic acid,0.110.02,5.56  0.28,0.910.05
11,Others,2.280.10,1.490.07,2.190.08
12,Total mono- and di-acylglycerols (%),3.780.20,3.120.16,3.430.18
13,Induction time Rancimat 120C(hours,9.22 0.25,3.180.23,6.260.18
