,0,1,2,3,4,5,6,7,8,9
0,Species,COD,Producer,Origin,metals,Species,COD,Producer,Origin,metals
1, pipperita L.,M7,Fares,Romania,4.6063,sylvestris L.,P7,Fares,Romania,2.8702
2,communis L.,J1,Adams,Croatia,5.0788,,,,,
3,communis L.,J2,Hypericum Romania,Hypericum Romania,7.1587,,,,,
4,communis L.,J3,Divina,Romania,7.6018,,,,,
5,Juniperus,,,Salt Lake,,,,,,
6,communis L.,J4,Doterra,"City, UT,",5.9878,,,,,
7,communis L.,,,USA,,,,,,
8,communis L.,J5,Herbalsana,UE,4.6808,,,,,
9,communis L.,J6,Solaris,NaN,6.0233,,,,,
