,0,1,2,3,4,5,6,7
0,,Food Group,Vitamin K1 Intake from,Vitamin K1 Intake from,Vitamin K2 Intake from Each,,Total Vitamin K Intake from,
1,Food Group,Intake (g/Day),Each Food Group,,Food Group (ug/Day),Food Group (ug/Day),Each Food Group (g/Day),
2,,Mean  SD,Mean  SD,%,Mean  SD,%,Mean  SD,%
3,Red meat,42.5  21.7,2.31  1.37,0.9,23.60  13.52,11.0,25.90  14.78,5.4
4,Processed meat,61.3  37.6,0.40  0.35,0.1,97.45  69.96,45.6,97.85  70.20,20.2
5,Low-fat poultry,17.1  15.4,0.02  0.02,0.0,1.85  1.69,0.9,1.87  1.70,0.4
6,High-fat poultry,70.0  44.1,7.88  5.67,2.9,11.99  8.23,5.6,19.87  12.49,4.1
7,Fish,20.5  14.6,0.15  0.13,0.1,0.04  0.03,0.0,0.19  0.14,0.0
8,Unrefined grains,103.3  86.2,0.89  0.67,0.3,0.30  0.61,0.1,1.19  1.14,0.2
9,Refined grains,92.2  73.2,3.30  4.02,1.2,0.000.00,0.0,3.30  4.02,0.7
10,Mixed dishes,53.3  29.5,9.48  5.50,3.5,4.67  3.02,2.2,14.15  8.15,2.9
11,Soups,376.4  176.6,29.65  18.78,11.0,4.92  3.90,2.3,34.58  20.24,7.2
12,Alcohol,101.2  189.8,0.04  0.09,0.0,0.00  0.00,0.0,0.04  0.09,0.0
13,Sweets,58.9  43.7,3.26  2.59,1.2,0.18  0.30,0.1,3.43  2.66,0.7
14,Beverages,157.6  290.8,0.32  0.61,0.1,0.00  0.00,0.0,0.32  0.61,0.1
15,Sugar and honey,15.9  15.9,0.00  0.00,0.0,0.00  0.00,0.0,0.000.00,0.0
16,"Nuts, seeds, raisins",17.4  25.1,1.53  2.42,0.6,0.00  0.00,0.0,1.53  2.42,0.3
17,Fruits,334.9  231.1,8.97  7.87,3.3,0.00  0.00,0.0,8.97  7.87,1.9
18,Juices,168.9  176.6,3.35  6.68,1.2,0.00  0.00,0.0,3.35  6.68,0.7
19,Vegetables,438.4  253.2,177.55  159.39,65.8,3.14  2.68,1.5,180.68  160.04,37.4
20,Tea and coffee,843.9  500.7,0.30  0.27,0.1,0.00  0.00,0.0,0.30  0.27,0.1
21,Animal fats,14.2  16.3,0.59  0.72,0.2,4.15  4.67,1.9,4.74  5.26,1.0
22,mayonnaises,6.9  6.5,10.03  9.64,3.7,0.04  0.08,0.0,10.07  9.70,2.1
23,Total,-,269.75  169.32,100.0,213.69  98.94,100.0,483.45  208.55,100.0
