,0,1
0,,"S.jIr.CWsysATC,20 E,Japan"
1,[irr]iloulog,W1jSBxxam
2,,L OI pH g W EwI LCyoa Lagi oylac
3,,"(Metrohom, 827 pH lab, Switzerland) -pH"
4,,NaOH JguL Ogl L oi jIWWr w Jb aWwl
5,,wwwI W SS.jLcI pH=NY L sgLcLwI JLjA)
6,,"OLyx1 tLs dClj1  S""JX Gj1 ais"
7,,oKai1s sjsgLS ouK#1s uy1 5wWyB 9 5wWyB
8,Fig 1 The SEM image of chitosan-tripolyphosphate,
9,nanoparticles prepared by ionic gelation method,
10,g1og5.9oca-r-r,
11,,sLj(1mg1g1Cagslabi-Vgls
12,,1gxooga1aggEsr
13,WLog CFU/goj3Wj,
14,,sLijJLT-7-r
15,,j1osl1LhiP<.osli1.wab
16,,i(9 a) SAS SLi js1p L x(LSD) 1
17,sjgggsBaila.Jcalal,
18,8xu L sjIy jL53j cLsSL j1 5Log CFU/g xIx,Cor 9 ZW-r
19,,313gSgL j1 SEM oaSo-I-r
20,,Gy a C13yL S wg jLw (I JKa) SEM xya
21,,gilr.-oosgysiLaoTojgassa
22,gcxtljlslsalaJgh(rJ),
23,Phytophthora drechsleri    li,pH TPP Osjjs|Ceyw dj-l JNy CWoya>g CbL
