,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,No,Project,Year,Picking method,Num-,Number,3D,Environment,,Harvest rate,Speed,,Damage rate,Issues,Note
1,,,,,ber,of cam-,imaging,Modi-,Description,,Single,Overall,,to be,
2,,,,,of,eras,tech-,Description,Description,,Single,Overall,,improved,
3,,,,,arms,,niques,fied,,,arm,,,,
4,4,Lehnert-,2017,Suck+Stem cut,1,1,Struc-,Leaves,Leaves,46%Unmodi-,35-40 s/fruit,35-40 s/fruit,26%(Unmodi-,Leaves,* Damage rate
5,,Sweet,,,,,tured,removed,removed,fied),,,fied)*,occlu-,not specified
6,,pepper,,,,,light,Fruit,Fruit,58%(Modified),,,15%Modi-,sion,but can be cal-
7,,(Lehnert,,,,,,position,position,,,,fied)*,Obstacle,culated through
8,,"et al.,",,,,,,,adjusted,,,,,avoid-,trialrecord
9,,2016),,,,,,,,,,,,ance,
10,,,,,,,,,,,,,,End-,
11,,,,,,,,,,,,,,effector,
12,,,,,,,,,,,,,,ability,
13,,,,,,,,,,,,,,Stem,
14,,,,,,,,,,,,,,detec-,
15,,,,,,,,,,,,,,tion,
16,,,,,,,,,,,,,,Cultivar,
17,,,,,,,,,,,,,,selec-,
18,,,,,,,,,,,,,,tion,
19,5,Arad-Sweet,2020,Stem cut,1,1,Struc-,Half modi-,Half modi-,18%Unmodi-,24 s/fruit,,N/A,Obstacle,All tests were
20,,pepper,,,,,tured,fied to no,fied to no,fied),(can be reduced,(can be reduced,,avoid-,conducted in
21,,(Arad,,,,,light,,fruit clus-,61%(Modified,to 15 s/fruit,to 15 s/fruit,,ance,a double-row
22,,(Arad,,,,,,,ters and,,,,,End-,greenhouse
23,,"et al.,",,,,,,,no leaves,,,,,effector,environment
24,,2020),,,,,,,occlusions,,,,,foot-,
25,,,,,,,,,,,,,,print,
26,,,,,,,,,,,,,,Effi-,
27,,,,,,,,,,,,,,ciency,
