,0,1,2,3,4
0,,Model1,Model2,Model3,Model4
1,,AOR (95% CI),AOR (95% CI),AOR (95% CI),AOR (95% CI)
2,SOCIO-DEMOGRAPHIC FACTORS,,,,
3,Female,"2.5 (2.1, 3.0)","2.3 (1.9, 2.7)","2.0 (1.7, 2.4)","1.9 (1.6, 2.3)"
4,Age group,,,,
5,18-39,ref,ref,ref,ref
6,40-59,"0.9 (0.7, 1.1)","1.00.7,1.3","0.9(0.7,1.2)","0.9 (0.7, 1.2)"
7,60+,"1.0 (0.8, 1.2)","1.0 (0.8, 1.2)","0.8 (0.6, 1.1)","0.8 (0.6, 1.0)"
8,White race,"0.9 (0.6, 1.2)","0.8 (0.5, 1.1)","0.7 (0.5, 1.0)","0.8 (0.5, 1.1)"
9,Some college or less,"0.7 (0.6, 0.8)","0.7 (0.6, 0.9)","0.7 (0.6, 0.9)","0.9 (0.7, 1.2)"
10,Married,"1.1 (0.9, 1.4)","1.21.0,1.5","1.31.1,1.6)","1.3 (1.0, 1.6)"
11,Residence type,,,,
12,Rural,ref,ref,ref,ref
13,Suburban,"1.2 (0.9, 1.4)","1.0 (0.8, 1.3)","1.1 (0.8, 1.3)","1.0 (0.8, 1.3)"
14,Urban,"1.51.1,1.9)","1.3 (0.98, 1.7)","1.2 (0.9, 1.7)","1.2 (0.9, 1.5)"
15,KNOWLEDGE,,,,
16,Stopping going to school/work protective,,"5.8 (4.6, 7.3)","4.2 (3.3, 5.4)","3.6 (2.7, 4.7)"
17,COVID-19THREAT PERCEPTION,,,,
18,Perceived risk,,,"1.0 (0.98, 1.1)","1.11.0,1.1)"
19,Perceived severity,,,"1.2(1.1, 1.3)","1.21.1,1.3)"
20,ECONOMIC PRECARITY INDEX,,,,"1.1 (1.0, 1.2)"
21,ESSENTIALWORKER,,,,"0.4 (0.3, 0.5)"
22,CAN'T AFFORD TO QUARANTINE,,,,"0.5 (0.4, 0.6)"
