,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Factor,,HYT,,VAC,,,,DMOdA,OAgl-A,OA-dA,DMLdA,LAgl-A,TOS,PIN,LUT,
1,,,,HYT,TYR,VAC,VAN,PCM,FER,DMOdA,OAgl-A,OA-dA,DMLdA,LAgl-A,TOS,PIN,LUT,API
2,,,1.,8.07 b,8.63 b,0.71 a,1.28 b,2.22 a,0.33 a,185.1 d,107.2 d,17.81 e,120.7 d,14.23 d,339.7 f,32.99 a,4.90 e,0.54 f
3,,,2.,3.31 f,4.61 f,0.44 c,0.45 d,0.58 c,0.23 c,95.3 f,70.0 f,6.05 f,85.1 f,10.4 e,264.8 g,32.61 a,5.00 de,0.65 e
4,,,4.,3.01 f,4.27 f,0.41 c,0.23 d,0.58 c,0.21 c,78.8 g,66.1 f,4.53 f,85.5 f,5.13 f,243.6 h,22.48 c.,5.65 d,0.71 e
5,2011,,1.,11.07 a,10.31 a,0.38 d,1.69 a,0.58 c,0.28 b,277.2 a,197.1 a,84.74 a,163.5 a,45.9 a,768.4 a.,19.88 d,7.85 c,0.88 d
6,,,3.,7.16 c,8.07 c,0.22 e,0.73 c,0.58 c,0.13 d,254.1 b,155.3 b,43.18 c,118.6 d,43.53 a,594.9 c,22.86 c,8.29 c,1.40 b
7,,,3.,7.16 c,5.28 e,0.21 e,0.73 c,0.58 c,0.13 d,254.1 b,140.9 c,43.18 c,118.6 d,38.15 b,594.9 c,26.17 b,9.51 b,1.40 b
8,,,4.,6.16 d,5.28 e,0.21 e.,0.46 cd,0.58 c,0.04 e,213.4 c,134.6 c,33.59 d,125.7 c,34.35 c,542.6 d,26.17 b,12.87 a,1.92 a
9,,,1.,2.71 e,3.91 f,0.37 b,0.47 a,2.01 ab,0.42 b,91.5 e,96.6 d,8.2 d,98.7 e,13.6 e,301.1 e,26.27 b,3.47 d,0.71 de
10,,,2.,2.71 e,4.70 ef,0.36 b,0.41b,2.01 ab,0.42 b,91.5 e,87.8 e,2.9 e,98.7 e,13.6 e,301.1 e,26.27 b,3.65 d,0.72 de
11,,,3.,2.21 e,6.17 cd,0.28 c,0.30 c,1.87 c,0.47 b,89.9 e,24.3 f,2.9 e,98.3 e,9.30 e,211.3 g,34.62 a,2.68 d,0.56 e
12,2012,,4.,2.21 e,5.14 d,0.28 c,0.27 d,1.52 d,0.42 b,89.9 e,24.3 f,1.6 e,85.1 f,9.30 e,211.3 g,28.47 b,2.68 d,0.56 e
13,2012,,1.,9.78 b,10.87 a,0.49 a,0.41 b,1.90 bc,0.66 a,271.6 a,164.0 a,84.3 b,166.5 a,45.4 b,731.6 a,22.43 c,7.67 c,1.06 cd
14,,,3.,10.84 a,9.04 b,0.46 a,0.29 c,1.51 d,0.70 a,234.8 b,153.4 c,99.7 a,130.6 c,51.8 a,715.9 a,17.10 d,8.23 bc,1.27 bc
15,,,3.,8.54 c,6.72 c,0.48 a,0.30 c,0.96 e,0.68 a,233.0 b,153.4 c,86.5 b,130.6 c,31.3 d,646.2 b,17.10 d,9.51 b,1.55 ab
16,,,4.,6.48 d,5.44 de,0.37 b,0.23 d,0.96 e,0.48 b,223.4 c,146.5 c.,77.8 c,123.6 d,31.3 d,607.4 c,11.61 e,10.96 a,1.84 a
17,GSn,2012,,5.68 b,6.50 b,0.39,0.34 b,1.60 a,0.52 a,167.8 b,111.2 b,46.09 a,120.4 a,26.4 a,475.0 b,22.62 b,6.19 b,1.06 a
18,GSn,F,,340.75,6.50 b,1.70,0.34 b,1.60 a,6974.75,167.8 b,111.2 b,46.09 a,49.3,24.97,24.5,495.18,131.79,17.969
19,,F,,340.75,43.25,1.70,1192.458,8121.64,6974.75,875.4,198.0,1634.02,49.3,24.97,24.5,495.18,131.79,17.969
20,,p,,***,***,ns,***,***,***,***,***,***,***,***,****,***,****,***
21,GS,Kastela,Kastela,3.67 b,8.02 a,0.43 a,0.58 b,0.96 b,0.34 b,106.1 b,72.6 b,8.54 b,99.7 b,10.37 b,299.6 b,28.48 a,4.15 b,0.65 b
22,,Sestanovac,Sestanovac,8.85 a,8.02 a,0.35 b,38.699,4766.76,394.52,245.4 a,14903.9,70.21 a,137.9 a,40.91 a,71634.4,20.55 b,9.36 a,1.37 a
23,,F,,6848.33,1211.06,206.16,38.699,4766.76,394.52,68529.6,14903.9,34402.61,6953.7,8258.37,71634.4,2160.79,2803.60,868.894
24,,p,,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
25,HP,1.,,7.9 a,8.43 a,0.49 a,0.97 a,1.69 a,0.41 a,210.4 a,141.2 a,49.14 a,143.7 a,29.4 a,575.2 a,23.24 b,5.87 c,0.81 c
26,,2.,,7.37 b,7.11 b,0.39 b,0.44 c,1.00 c,0.42 a,172.8 b,132.2 b,44.37 a,108.1 c,29.81 a,435.4 c,25.85 a,6.26 c,0.88 c
27,,3.,,4.46 d,5.03 d,0.32 c,0.31 c,0.91 c,0.29 c,151.3 c,92.8 c,29.37 c,104.9 c,20.00 c,401.2 d,22.18 b,8.04 a,1.26 a
28,,,,684.16,371.76,172.44,330.704,1946.66,262.39,2194.8,1134.0,733.54,1469.3,202.73,3310.6,161.05,92.37,71.399
29,,p,,***,****,****,***,***,***,***,***,***,****,***,****,***,***,****
