,0,1,2,3,4,5,6,7,8,9,10
0,Legume,,,,,,Carbohydrates,,,,Fat
1,Legume,,Proteins,TCH1,Starch,Amylose 2,TDF 3,IDF 4,SDF 5,Ash,Fat
2,,Mean,27.6,66.0,40.0,34.0,12.9,15.1,1.4,3.4,1.4
3,Faba bean,SD,3.0,5.1,3.4,6.4,9.0,4.6,1.8,0.4,0.4
4,,Min,22.7,55.2,28.1,18.6,6.4,10.7,0.6,2.6,0.7
5,,Max,34.7,71.4,47.5,44.4,34.9,30.3,7.6,4.4,3.2
6,,n1 6,106,57,46,24,17,18,18,94,80
7,,n2 7,13,6,7,3,6,4,4,11,11
8,Pea,Mean,23.4,63.5,44.9,29.6,14.7,11.0,2.5,3.0,1.6
9,,SD,2.4,7.1,1.2,3.5,2.6,0.9,1.4,0.3,0.5
10,,Min,18.1,52.8,42.2,19.1,12.2,9.7,1.7,2.4,1.0
11,,Max,27.5,70.0,46.6,31.6,19.4,12.9,5.6,3.7,2.9
12,,n1,34,5,18,12,11,8,8,23,23
13,,n2,12,4,6,3,6,3,3,10,10
14,Soy,Mean,40.0,28.6,2.7,,21.9,24.8,2.6,5.2,19.7
15,,SD,3.0,3.0,2.7,,8.3,8.6,2.3,0.6,2.2
16,,Min,31.5,19.7,0.2,,13.7,15.4,0.6,3.0,14.0
17,,Max,46.8,33.2,6.7,,35.5,32.6,6.1,6.3,23.6
18,,n1,48,31,19,11,9,5,5,40,60
19,,n2,12,5,2,11,5,4,4,8,12
