,0,1,2,3,4,5
0,,,CD (n = 43),MD-HMF,MD-PA,pt
1,,,CD (n = 43),n=43,n =42),pt
2,,Basal,33.6  3.7,33.9  3.9,33.4  3.1,
3,BMI (kg/m2),6 months,31.43.9,31.43.8,31.8  3.4,0.145
4,,,2.1  1.9 *,2.5  2.2 *,1.6 1.7 *,
5,,Basal,92.8  14.4,96.2  13.8,96.8  12.3,
6,Body weight (kg),6 months,86.7  13.6,89.113.5,92.2  13.1,0.128
7,,,6.0  5.4 *,7.1  6.3 *,4.6  4.9 *,
8,,Basal,35.7  6.3,35.3  7.2,35.4  7.3,
9,Body fat (%),6 months,34.4  9.1,34.9  15.9,33.6  8.0,0.308
10,,,1.3  7.0,0.4  14.8,1.8  2.8 *,
11,,Basal,56.7  12.2,58.4  8.4,59.710.2,
12,Mass muscle (kg),6 months,54.8  11.4,56.0  8.5,58.3  10.1,0.136
13,,,1.8  2.4 *,2.4  2.3 *,1.4  2.1 *,
14,,Basal,110.79.4,112.19.1,112.7  8.5,
15,Waist circumference(cm,6 months,106.718.3,104.810.7,108.610.0,0.046
16,,,4.0  16.3,7.3  5.8 *b,4.0  6.3 *b,
17,,Basal,2866.8  2292.1,3483.0  2741.1,3529.24108.6,
18,Physical activity (MET),6 months,3647.6 2577.6,3646.6  2348.8,3833.53675.1,0.616
19,,,780.8  2626.6,163.63082.7,304.32767.6,
20,,Basal,109.1  22.6,134.5  14.2,121.659.7,
21,Glucose (mg/dL),6 months,104.6  34.7,129.0  13.4,109.4  44.4,0.793
22,,,4.4  23.6,5.5  13.8 *,12.2  44.8,
23,,Basal,6.1  1.0,5.9  1.0,6.2  1.6,
24,Hb1Ac(%),6 months,5.9  0.7,5.7  0.8,5.8  1.2,0.820
25,,,0.2  0.7 *,0.2  0.5 *,0.4 1.2 *,
26,,Basal,71.710.1,69.4  12.2,73.5  12.5,
27,HR (beats/min),6 months,66.3 11.2,66.4  8.9,67.9  10.6,0.786
28,,,5.4  9.5 *,3.0  9.3,5.69.5*,
29,,Basal,138.6  15.8,134.5  14.2,134.416.1,
30,SBP (mmHg),6 months,131.2  17.6,129.0  13.4,131.1  15.8,0.880
31,,,7.4 15.3*,5.5  13.8 *,3.317.0,
32,,Basal,85.5 10.4,85.7  8.0,85.3  9.0,
33,DBP (mmHg),6 months,81.3  9.1,81.7 7.5,81.8  9.8,0.980
34,,,-4.1  8.6 *,4.0 8.9 *,3.5 8.9 *,
