,0,1,2,3,4,5,6,7,8,9,10,11
0,Publi-,Title,Journal,Date,Author,Article,Publi--,Title,Journal,Date,Author,Article
1,cation,,,,,type (R:,cation,,,,,type (R
2,type,,,,,"review,",type,,,,,"review,"
3,(J:,,,,,Ccase,(J:,,,,,Ccase
4,jour-,,,,,study),jour-,,,,,study)
5,"nal,B:",,,,,,"nal,B",,,,,
6,"book,",,,,,,"book,",,,,,
7,G:,,,,,,G:,,,,,
8,grey,,,,,,grey,,,,,
9,"lit,M",,,,,,"lit,M",,,,,
10,media,,,,,,media,,,,,
11,arti-,,,,,,arti-,,,,,
12,cle),,,,,,cle),,,,,
13,1,Comparing,Journal of,2012 Steeneveld,2012 Steeneveld,,J,"Dairy products,",The,2015 Aune et al,2015 Aune et al,R
14,,technical,Dairy Sci-,,et al,,,"calcium,",American,,,
15,,efficiency of,ence,,,,,and prostate,Journal of,,,
16,,farms with,,,,,,cancer risk:,Clinical,,,
17,,an automatic,,,,,,a systematic,Nutrition,,,
18,,milking,,,,,,review and,,,,
19,,system and a,,,,,,meta-analysis,,,,
20,,conventional,,,,,,of cohort,,,,
21,,milking,,,,,,studies,,,,
22,,system,,,,,G,Beverage,U.S.,2016 Moshfegh,2016 Moshfegh,N/A
23,1,Future conse-,Animal,2013 Gauly et al R,2013 Gauly et al R,,,choices among,Depart-,,et al,
24,,quences and,(Cam-,,,,,children: what,ment of,,,
25,,challenges,"bridge,",,,,,we eat in,Agricul-,,,
26,,for dairy,England),,,,,America,"ture, Agri-",,,
27,,cow produc-,,,,,,,cultural,,,
28,,tion systems,,,,,,,Research,,,
29,,arising from,,,,,,,Service,,,
30,, climate change,,,,,J,Bovine and,BJHS,2017 Holloway,2017 Holloway,c
31,,Europe--a,,,,,, human becom-,Themes,,and Bear,
32,,review,,,,,,ries of dairy,,,,
33,,The dairy indus-Journal of,The dairy indus-Journal of,2013 Douphrate,2013 Douphrate,R,,technologies:,,,,
34,,try: a brief,Agromedi-,,et al,,,robotic milk-,,,,
35,,description,cine,,,,,ing systems,,,,
36,,of produc-,,,,,, and remaking,,,,
37,,tion prac-,,,,,,animal and,,,,
38,,"tices, trends,",,,,,,human subjec-,,,,
39,,and farm,,,,,,tivity,,,,
40,,characteristics,,,,,J,The Role of,Compre-,2017 Kotsanop-,2017 Kotsanop-,R
41,,around the,,,,,,Auditing,hensive,2017 Kotsanop-,oulos,
42,,world,,,,,,"Food Safety,",Reviews,,oulos,
43,,Milk intake,British,2014 Michaels-,2014 Michaels-,c,,and Food,in Food,,,
44,,and risk of,Medical,,son et al,,,Quality Stand-,Science,,,
45,,mortality and,Journal,,,,,ards in the,and Food,,,
46,,fractures in,,,,,,Food Industry:,Safety,,,
47,,women and,,,,,,A Review,,,,
48,,studies,,,,,J,Human factors,Journal of,2017 Challis et al C,2017 Challis et al C,
49,,studies,,,,,, in dairy indus-,Cleaner,,,
50,1,A comparison,Journal,2015 Briam et al C,2015 Briam et al C,,,try process,Produc-,,,
51,,of product-,of Food,,,,,control for,tion,,,
52,,based energy,Engineer-,,,,,energy reduc-,,,,
53,,intensity met-,ing,,,,,tion,,,,
54,,rics for cheese,,,,,,,,,,
