,0,1,2,3
0,Parameters,Sitel,,Site2
1,Location,Dhulkot and Selaqui,Dhulkot and Selaqui,"Technology,Pantnagar"
2,District/state/country,"Dehradun,Uttarakhand,India","Dehradun,Uttarakhand,India","U.S. Nagar,Uttarakhand, India"
3,Coordinates,"3020'59""N latitude,77""53'05""E longitude","3020'59""N latitude,77""53'05""E longitude","291'17""N latitude and 7929'14E longitude"
4,Altitude,548 m,,243.8
5,Soil type,Inceptisols,Inceptisols,Mollisols
6,Climate,Sub-humid and subtropical climate,Sub-humid and subtropical climate,humid sub-tropical
7,Rainfall (mm),1660,,1364
8,Species,,"nii,D.stocksii and D.strictus","hamiltonii,and Dendrocalamus strictus"
9,Year of plantation,2010 and 2 012,2010 and 2 012,2005
10,Area of plantation,1.2 ha,,3 ha
