,0,1,2,3,4,5,6,7,8,9
0,,,Animal or Study,,,,,Method for,,
1,Investigated,"Extract,",Groups,Animal,,Method for,Microbiome,Method for,,
2,"Plant, Plant",Sample,(n = Number of,"Species,",Conditions,Microbiome,Changes,Metabolite,Metabolites,Reference
3,Part,Preparation,Individuals),Volunteers,,Analysis,Changes,Detection,,
4,,phenolic,5 groups:,,,, increase in,,,
5,,compound-,(2.5 mg/kgBW/d);,,treated for 14,qPCR with,2.5 and PC 5 groups,,,
6,,rich grape,PC 5(5 mg/kg,,months; fecal,primers,after 6 and 14 months,,,
7,,extract (70%,BW/d;PC10,male adult,collected at,rRNA gene of,compared to control,,,
8,,ethanol;,(10 mg/kg BW/d);,Wistar rats,"baseline, and", specific bacterial,and young rats; PC,,,[194]
9,,920 mg/g,(20 mg/kg/d);,(2 months old),after 6 and,genera and,increase in Clostridium,,,
10,,phenolic,control group (0.1%,,14 months of,universal primer,cluster 1) after,,,
11,,compounds),DMSO) (n=6 per,,treatment,for total bacteria,14 months occurring,,,
12,,(PC),group),,,,in control,,,
13,,,,,treated for,qPCR with,GADF group:,,,
14,,grape,2 groups:,male Wistar rats,4 weeks;cecal,primers,increase:,,,
15,,antioxidant,control diet; GADF,(body weight of,content,targeting 16S,Lactobacillus spp.,,,[195]
16,,dietary fiber,diet (50 g/kg),215  2 g),collected after,rRNA gene of,decrease:,,,[195]
17,,(GADF),n =10 per group),215  2 g),sacrifice,specific bacterial,Bifidobacterium spp.,,,
18,,,,,sacrifice,genera,Bifidobacterium spp.,,,
19,,grape seed,3 groups:,,treated for 4,qPCR with,,,Decrease in,
20,,and grape,diet BD);GSGME,crossbreed pigs,weeks;fecal,targeting 16S,decrease in,acid analysis by,"propionic acid,",
21,,marc meal,group (BD with 1%,(5 weeks old),samples,rRNA gene of,Streptococcus in,GC with FI,and valeric acid,[196]
22,,extract,GSGME) (n =16 per,(5 weeks old),collected after,specific bacterial,GSGME group,detector,in GSGME,
23,,(GSGME),group),,sacrifice,genera,,,group,
