,0,1,2,3,4,5,6,7
0,,Attended childcare,Attended childcare,,Did not attend childcare,Did not attend childcare,,
1,,n,Mean,SD,n,Mean,SD,P-value
2,Food Responsiveness (FR),274,2.51,0.82,32,2.29,0.84,0.168
3,Emotional Overeating (EOE),274,1.65,0.44,32,1.63,0.44,0.834
4,Enjoyment of Food (EF),274,3.74,0.75,32,3.65,0.81,0.537
5,Desire to Drink (DD),274,2.70,0.94,32,2.42,0.72,0.046
6,Satiety Responsiveness (SR),274,3.07,0.66,32,2.96,0.65,0.385
7,Slowness Eating (SE),274,3.05,0.76,32,3.02,0.91,0.896
8,Emotional Undereating (EUE,274,2.70,0.87,32,2.61,0.85,0.574
9,Food Fussiness (FF),274,3.06,0.99,32,3.26,0.96,0.287
