,0,1,2,3
0,Strawberry Pest,Management,Management,References
1,Spotted Wing Drosophila,Physical control,Physical control,[83]
2,Drosophila suzukii Matsumura,Utilizing ultraviolet light; blue-green light spectrum (430565 nm),Utilizing ultraviolet light; blue-green light spectrum (430565 nm),
3,,Biological control,Biological control,[85]
4,,Orius insidiosus(Say) along with Heterorhabditis bacteriophora Poinar,Orius insidiosus(Say) along with Heterorhabditis bacteriophora Poinar,
5,Aphids and Whiteflies,Biological Control,Biological Control,
6,Aphid spp.,,Aphelinus varipes (Foerster),[88]
7,,.,Aphidius colemani Viereck,
8,,Syrphid flies,Syrphid flies,
9,,Green lacewings,Green lacewings,
10,,Lady beetles,Lady beetles,
11,Trialeurodes vaporariorum Westwood,,,[89]
12,Bemisia tabaci Gennadius,Physical Control,Physical Control,
13,,Biological Control,Biological Control,[90]
14,,Isaria fumosorosea (Wize),Isaria fumosorosea (Wize),
15,,Syrphid flies,Syrphid flies,
16,,.,Green lacewings,
17,,Lady beetles,Lady beetles,
18,Seed Bug,Cultural Control,Cultural Control,
19,Neopamera bilobata Say,Intercropping with garlic or undercropping with Chinese chives,Intercropping with garlic or undercropping with Chinese chives,[96]
20,,Host plant resistance,Host plant resistance,[95]
21,,Traditional plant breeding for varieties with seeds recessed into,Traditional plant breeding for varieties with seeds recessed into,
22,,the fruit,,
23,Lepidopteran Pests,,,
24,Spodoptera exigua (Hiibner),Physical control,Physical control,
25,,Deploying pheromone traps,Deploying pheromone traps,[26]
26,,Biological control,Biological control,
27,,Predator:,Predator:,"[71,97]"
28,,Hyposoter exiguae (Viereck),Hyposoter exiguae (Viereck),
29,,Biopesticide:,Biopesticide:,
30,,Commercial formulations of Bacillus thuringiensis,Commercial formulations of Bacillus thuringiensis,
31,Duponchelia fovealis Zeller,Biological control,Biological control,[6]
32,,Beauveria bassiana(Balsamo-Crivelli Vuillemin along with Podisus,Beauveria bassiana(Balsamo-Crivelli Vuillemin along with Podisus,
33,,nigrispinus Dallas and Harmonia axyridis Pallas,nigrispinus Dallas and Harmonia axyridis Pallas,
34,,Cultural Control,Cultural Control,
35,,Improve strawberry cropping practices as less pest pressure,Improve strawberry cropping practices as less pest pressure,[99]
36,Acleris comariana(Lienig and Zeller,experienced in organic strawberry and newer fields compared to,experienced in organic strawberry and newer fields compared to,
37,,conventional strawberry and older fields,conventional strawberry and older fields,
