,0,1,2,3,4,5,6,7
0,,All(n=75,,Women (n=57),Women (n=57),Menn=18,,
1,,mean,SD,mean,SD,mean,SD,p-value
2,Age (years),52.3,10.1,52.0,10.4,52.9,9.4,0.852
3,Body weight (kg),98.7,13.5,93.6,9.7,114.6,11.6,<0.00
4,BMI (kg/m2),34.3,3.1,34.2,3.0,34.8,3.4,0.468
5,Waist circumference (cm),107.8,10.1,104.3,8.4,118.8,6.3,<0.00
6,Sagital abdominal diameter (cm),26.0,2.5,25.2,2.1,28.6,1.9,<0.00
7,Body fat (%),42.0,5.8,44.7,3.3,33.3,2.7,<0.001
8,Systolic blood pressure (mm Hg,121.5,14.4,120.4,14.7,125.0,13.0,0.216
9,Diastolic blood pressure (mm Hg),76.8,9.0,75.6,9.0,80.6,8.4,0.041
10,Total cholesterol (mmol/l),5.4,0.9,5.5,0.9,5.4,0.9,0.881
11,Total triglycerides (mmol/l),1.4,0.8,1.4,0.8,1.6,1.0,0.199
12,HDL-cholesterol (mmol/l),1.5,0.5,1.5,0.5,1.2,0.3,<0.00
13,LDL-cholesterol (mmol/l),3.7,0.8,3.7,0.8,3.8,0.8,0.491
14,Glucose (mmol/l),5.6,0.6,5.6,0.6,5.7,0.7,0.577
15,Smoking (%),13.3,,15.8,,0.05,,0.519
16,Metabolic syndrome (%),44.0,,45.6,,38.9,,0.673
