,0,1,2,3,4,5,6
0,,Non-smoker,,,Smoker,,
1,,N (controls/,Crude OR (95%,Adjusted OR (95%,N (controls/,Crude OR (95%,Adjusted OR (95)
2,,cases),CI) *,CI) **,cases),CI) *,CI) *f
3,Dietary fat,,,,,,
4,Quintile 1 (43.81 g/day),123/80,1.00,1.00,57/95,1.00,1.00
5,Quintile 2 (>43.81~,94/71,"1.16(0.76,1.76)","1.04(0.64,1.67)",79/110,"0.84(0.54,1.29)","0.72(0.43,1.20"
6,55.64 g/day),,,,,,
7,Quintile 3 (> 55.64 ~,108/58,"0.83 (0.54, 1.26)","0.78 (0.47, 1.29)",88/100,"0.68 (0.44, 1.05)","0.59 (0.35, 1.00)"
8,65.04 g/day),,,,,,
9,Quintile 4 (>65.04~,118/65,"0.85 (0.56, 1.28)","0.75 (0.44, 1.28)",70/101,"0.87 (0.55, 1.35)","0.72(0.41, 1.27)"
10,79.11 g/day),,,,,,
11,Quintile 5 (>79.11 g/day),91/69,"1.17 (0.76, 1.78)","1.02 (0.52, 1.99)",64/130,"1.220.78,1.90","1.410.71,2.82"
12,P for trend,,0.946,0.472,,0.294,0.638
13,Every 10-unit increment,,"1.05 (1.00, 1.11)","1.10 (1.00, 1.21)",,"1.06 (1.00, 1.12)","1.11 (1.00, 1.23)"
14,Total fatty acid,,,,,,
15,Quintile 1 (40.93 g/day),108/87,1.00,1.00,53/108,1.00,1.00
16,Quintile 2(>40.93~,91/76,"1.04 (0.68, 1.57)","0.86 (0.53, 1.38)",66/119,"0.88 (0.57,1.38)","0.68 (0.40,1.13)"
17,52.01 g/day),,,,,,
18,Quintile 3 (>52.01~,107/61,"0.71 (0.46, 1.08)","0.53 (0.32, 0.87)",88/98,"0.55 (0.35, 0.84)","0.40 (0.24,0.68)"
19,60.91 g/day),,,,,,
20,Quintile 4 (>60.91~,121/59,"0.61 (0.40, 0.92)","0.41 (0.23, 0.70)",75/99,"0.65 (0.41, 1.01)","0.39 (0.22, 0.68)"
21,74.48 g/day),,,,,,
22,Quintile 5 (>74.48 g/day),107/60,"0.70 (0.45,1.06)","0.35(0.18,0.69)",76/112,"0.72(0.46,1.12)","0.46(0.23, 0.90)"
23,P for trend,,0.009,<0.001,,0.066,0.002
24,Every 10-unit increment,,"0.99 (0.93, 1.05)","0.92 (0.83, 1.02)",,"0.99 (0.93, 1.05)","0.92 (0.83, 1.02)"
25,Saturated fatty acid,,,,,,
26,Quintile 1 (11.99 g/day),117/75,1.00,1.00,60/103,1.00,1.00
27,Quintile 2 (> 11.99~ ,95/79,"1.30 (0.86, 1.97)","1.13 (0.70, 1.82)",80/100,"0.73 (0.47, 1.12)","0.61 (0.37, 1.01)"
28,15.94 g/day),,,,,,
29,Quintile 3 (> 15.94 ~ ,116/64,"0.86 (0.56, 1.31)","0.79 (0.48, 1.29)",71/103,"0.85 (0.54, 1.31)","0.66 (0.39, 1.11)"
30,18.6ug/day,,,,,,
31,Quintile 4 (> 18.6 ~,111/62,"0.87 (0.57, 1.33)","0.66 (0.39, 1.11)",78/103,"0.77 (0.50, 1.19)","0.55 (0.32, 0.94)"
32,22.92 g/day),,,,,,
33,Quintile 5 (> 22.92 g/day),95/63,"1.03 (0.67, 1.59)","0.70 (0.35, 1.38)",69/127,"1.07 (0.69, 1.65)","1.02 (0.53, 1.97)"
34,P for trend,,0.491,0.068,,0.602,0.673
35,Every 10-unit increment,,"1.15 (0.95, 1.38)","1.13 (0.81, 1.57)",,"1.18 (0.98, 1.42)","1.23 (0.89, 1.70)"
36,Monounsaturated fatty acids,,,,,,
37,Quintile 1 (19.48 g/day),107/89,1.00,1.00,51/109,1.00,1.00
38,Quintile 2 (>19.48~,83/84,"1.22 (0.80, 1.84)","1.04 (0.65, 1.68)",61/125,"0.96 (0.61, 1.51)","0.73 (0.44, 1.23)"
39,Quintile 3 (>25~,107/58,"0.65 (0.42, 1.00)","0.45 (0.27, 0.75)",85/103,"0.57 (0.36, 0.88)","0.38 (0.22, 0.64)"
40,29.25 g/day),,,,,,
41,Quintile 4 (>29.25 ~,123/57,"0.56 (0.36, 0.85)","0.32 (0.19, 0.55)",85/90,"0.50 (0.32, 0.77)","0.29 (0.16, 0.50)"
42,35.25 g/day),,,,,,
43,Quintile 5 (>35.25 g/day),114/55,"0.58 (0.38, 0.89)","0.23 (0.12, 0.46)",76/109,"0.67 (0.43, 1.04)","0.36(0.18,0.70)"
44,P for trend,,<0.001,<0.001,,0.004,<0.001
45,Every 10-unit increment,,"0.89 (0.78, 1.02)","0.67 (0.53, 0.84)",,"0.9 (0.79, 1.03)","0.68 (0.54, 0.85)"
46,Polyunsaturated fatty acid,,,,,,
47,Quintile 1 (8.88 g/day),98/91,1.00,1.00,50/116,1.00,1.00
48,Quintile 2 (> 8.88 ~,104/67,"0.69(0.46,1.05)","0.57(0.35,0.93",62/121,0.84(0.531.32),"0.68(0.41,1.14)"
49,10.85ug/day,,,,,,
