,0,1,2,3,4
0,Parameter,Control,500 mg/kg,1000 mg/kg,2000 mg/kg
1,Parameter,Control,bw/day,bw/day,bw/day
2,,,Males,,
3,(ml),16.3010.70,8.80  6.81,10.805.88,12.45  8.16
4,pH,7.050.69,6.20  0.35 ##,6.10  0.21 ##,6.00  0.41 ##
5,Glucose,,0x,0x,0x
6,(mg/dL),,,,
7,(mmol/L),8.0  4.8,14.0  3.2 #,10.05.3,5.00.0
8,Protein (mg/dL),10.510.1,16.511.1,10.512.3,13.511.1
9,Specific Gravity,1.01500.0082,1.0250  0.0075 #,1.0255  0.0050 #,1.02300.0059
10,Specific Gravity,1.01500.0082,1.0250  0.0075 #,1.0255  0.0050 #,***
11,Urobilinogen,0.200.00,0.20  0.00 ,0.20  0.00 ,0.20  0.00 
12,,,Females,,
13,(ml),4.653.59,5.506.16,3.30  4.39,3.45  2.31
14,pH,6.50 0.62,6.17 0.61,5.90 0.77,5.40  0.52 **
15,Glucose,,0x,0x,0 x
16,(mg/dL),,,,
17,(mmol/L),0.51.6,0.00.0,0.0 0.0,0.51.6
18,Protein (mg/dL),12.013.8,13.3 13.9,226.5  623.8,61.0 87.3
19,Specific Gravity,1.02200.0071,1.02440.0068,1.02650.0075,***
20,Urobilinogen,0.200.00,0.20  0.00 ,0.20  0.00 x,0.200.00
